0 0 0
-3.05217 1.06183 -5.34136e-06
-2.35985 1.23568 -4.5431e-06
-5.08244 1.05819 -2.03769e-06
2.54855 1.22934 -5.52501e-06
7.46104 1.03673 1.52783e-06
-1.20031 1.22952 -2.8923e-06
4.0932 1.03318 9.21308e-07
0.343575 1.2231 -5.05723e-06
5.32012 1.03201 -1.62103e-06
8.86424 1.21729 -5.20112e-06
-5.21897 1.04553 -2.1092e-06
0 0 0
7.90358 1.21351 -3.29436e-06
0.818818 1.03183 -9.01215e-08
2.75253 1.21658 -2.55777e-06
6.87788 1.0298 -9.87463e-07
0.301297 1.21195 -2.01401e-06
7.91853 1.02957 3.07609e-06
5.53786 1.20242 -1.3172e-06
0.391179 1.02592 3.90077e-07
0.294078 1.2104 -5.75307e-06
6.28165 1.02916 -3.09122e-07
0 0 0
9.14024 1.19782 3.1772e-06
7.20859 1.02907 -1.24295e-06
0.520095 1.20718 3.08686e-07
-1.86253 1.03751 3.8982e-07
-0.0100606 1.21807 -8.95058e-06
0.578771 1.03762 2.0743e-07
0.592948 1.21432 -3.18792e-06
1.2177 1.05113 -3.36835e-06
1.47755 1.226 -5.62961e-07
0.866386 1.06921 -2.10011e-07
-0.764753 1.23662 -9.69965e-06
0.264072 1.06596 -2.05237e-06
5.88599 1.25811 -4.131e-06
7.84939 1.06939 2.72468e-06
10.3357 1.24702 -2.68295e-06
5.45859 1.05941 -2.86183e-06
5.74461 1.23519 -1.76184e-06
5.22974 1.06595 -1.24047e-06
-4.73166 1.24543 -3.18157e-06
10.6879 1.0479 2.76855e-06
12.752 1.25262 -4.66428e-07
6.39901 1.05723 2.03299e-06
0 0 0
4.00772 1.25214 -2.59086e-07
12.3065 1.0549 3.23075e-06
7.49347 1.25213 -2.40414e-06
6.22882 1.07104 -1.94583e-06
4.85731 1.26777 -8.79685e-07
4.69646 1.06113 1.31913e-06
1.43325 1.26764 -5.29502e-06
2.4902 1.07556 -1.47929e-06
4.35077 1.26107 -5.97566e-06
11.6964 1.06923 -1.3355e-06
0 0 0
2.73822 1.26451 1.13858e-06
10.7895 1.06532 1.02397e-06
2.08273 1.2641 -5.61073e-06
7.58941 1.06059 -2.97383e-06
6.29309 1.27377 -6.31928e-06
12.9246 1.08196 -2.9684e-06
7.9347 1.27065 -6.94929e-06
15.7822 1.057 8.88037e-07
8.89692 1.2751 -8.35313e-06
9.08214 1.07763 -1.73137e-06
5.68506 1.26247 -2.093e-06
0.0919879 0.939027 -3.90477e-07
1.97891 1.0639 1.20753e-06
6.93511 1.03067 5.7348e-06
7.60973 1.14688 -1.46193e-06
7.53519 1.01294 2.32717e-06
4.21904 1.15052 -2.28497e-07
10.0074 1.02047 3.61783e-06
3.5897 1.16231 -1.93227e-06
-2.07416 1.04436 -7.49509e-07
0.293741 1.17813 1.03882e-06
4.48586 1.04844 1.60803e-06
0 0 0
-1.86629 1.19635 -2.32289e-06
2.35138 1.03669 -1.04729e-06
3.27384 1.20127 -2.38815e-06
1.89189 1.02813 5.83109e-07
-0.00223057 1.19792 -3.8863e-06
4.16368 1.03178 4.10492e-07
-2.65918 1.17224 -2.17467e-06
-2.47467 1.02515 2.26721e-07
8.7327 1.15583 3.28326e-06
-0.225736 1.03243 6.48455e-07
0 0 0
6.69528 1.16738 3.90358e-06
-3.28238 1.03674 -9.44251e-07
-0.553343 1.17304 -4.82477e-06
4.52907 1.06714 1.15698e-06
1.51008 1.21433 -4.88329e-06
0.912762 1.11504 -1.08466e-06
-0.805752 1.28998 -5.46068e-06
-4.36006 1.06953 -7.78732e-07
-0.723814 1.27377 -7.94443e-06
3.97664 1.02721 -1.25658e-06
-1.48014 1.17586 -4.39485e-07
3.98136 1.02523 3.7016e-07
4.1283 1.16795 -1.52843e-06
5.91382 1.10209 -1.80997e-06
6.42253 1.23699 -4.20951e-06
4.04215 1.12098 -8.84448e-07
0.323107 1.29358 -9.1175e-06
3.54674 1.09409 2.2605e-06
4.90542 1.27469 -5.90824e-06
1.32637 1.08262 -8.83723e-07
6.97827 1.25003 -5.71758e-09
5.03813 1.07044 -2.09711e-06
0 0 0
7.56101 1.23567 1.86605e-06
10.8736 1.05527 2.83002e-06
5.90125 1.2316 -2.69155e-06
11.3246 1.05014 4.72085e-06
-0.227505 1.22877 -5.19429e-06
8.33564 1.05374 1.06385e-06
8.47735 1.24345 -6.18034e-07
6.90091 1.06912 -9.24261e-07
7.39969 1.24091 -3.82187e-07
7.34969 1.05826 2.40209e-07
0 0 0
9.4864 1.25345 -2.37091e-06
13.656 1.05374 4.10984e-06
7.62494 1.23211 2.09973e-07
7.58116 1.05838 2.62309e-06
3.99796 1.25407 -2.50415e-06
11.7471 1.07425 1.09736e-06
0.641377 1.23326 -1.90238e-06
-2.71952 1.07067 -2.45023e-06
0.301908 1.25557 -4.84378e-06
3.77247 1.09219 -3.05781e-06
6.95729 1.25763 -2.20548e-06
0.0877198 1.26729 -5.78528e-06
-1.95352 1.2508 -5.98122e-06
-6.19756 1.25934 -7.64591e-06
-1.17031 1.25495 -4.334e-06
2.04933 1.24651 -3.45116e-06
8.20194 1.23117 7.57371e-07
9.74093 1.246 -1.26847e-06
-6.16187 1.22942 -5.8721e-06
1.09694 1.24967 -3.95631e-06
-2.72755 1.23149 -3.09176e-06
-1.91498 1.24858 -4.8737e-06
0 0 0
7.34875 1.23415 -1.05081e-06
-4.16806 1.23201 -6.61656e-06
1.22537 1.22435 -2.63173e-06
-0.600285 1.24511 -5.95645e-06
3.85145 1.21416 2.53559e-06
-2.1495 1.23769 -5.90992e-06
7.8187 1.21748 1.71551e-06
5.11524 1.24194 -4.95116e-06
3.13273 1.23036 -1.11238e-06
9.24296 1.23282 8.76412e-07
0 0 0
2.37421 1.22135 -4.51722e-06
6.75661 1.24542 -2.01128e-06
6.45194 1.23049 -4.12179e-06
0.530769 1.23856 -2.62678e-06
-2.278 1.23335 -6.06036e-07
6.44532 1.24706 -2.56608e-06
-2.33548 1.2408 -5.35629e-06
1.0087 1.24357 -5.38657e-06
0.803629 1.22312 -4.8657e-06
-8.92369 1.24142 -9.35586e-06
-6.14981 1.23267 -4.76592e-06
6.7773 1.25604 -4.21657e-06
6.35748 1.23731 -2.63474e-06
-0.900729 1.26282 -8.1678e-06
3.87692 1.2517 -3.84753e-06
6.68489 1.26112 -3.40965e-06
1.55768 1.22774 -2.73845e-06
-1.24565 1.25925 -5.6479e-06
7.29456 1.2524 -8.02091e-06
7.29978 1.25108 -4.5891e-06
8.90009 1.2108 2.03829e-06
3.48028 1.25238 -6.52992e-06
0 0 0
7.40898 1.2439 -3.75226e-06
9.40577 1.25837 -2.59197e-06
8.73301 1.24465 -3.48157e-06
8.12337 1.28509 -7.27441e-06
5.98264 1.25691 -6.67493e-06
6.02088 1.28053 -4.70087e-06
10.5115 1.24907 1.2126e-06
10.117 1.29512 -7.77824e-06
1.90376 1.26154 -6.9253e-06
8.79332 1.27584 -3.32012e-06
0 0 0
7.73283 1.2744 -1.29965e-06
6.49903 1.27745 -3.22548e-06
8.79088 1.24987 -4.00542e-06
6.72683 1.27399 -5.28067e-06
8.57694 1.24968 -9.49297e-07
10.5093 1.27039 -2.87575e-06
9.10458 1.24767 -1.51555e-06
3.82519 1.26864 -4.07277e-06
2.84882 1.24464 -3.44512e-06
11.2923 1.2721 -3.34936e-06
8.63165 1.26197 -7.31283e-06
-1.49062 1.09978 -3.81109e-06
3.88049 1.0992 -2.55001e-06
1.81666 1.19563 -3.8593e-06
-1.43578 1.21875 -4.12959e-06
-1.67759 1.17684 -1.53956e-06
-0.105101 1.21807 -8.87936e-07
-1.96933 1.21646 -4.66211e-06
3.94918 1.20553 -9.08205e-07
-5.92523 1.19773 3.12057e-07
0.0546235 1.22955 1.51306e-06
0.105333 1.22774 -1.27478e-06
0 0 0
0.706011 1.23527 1.22509e-07
2.223 1.23296 -1.61574e-06
1.36867 1.22147 -5.27903e-07
0.323255 1.21649 -9.32107e-07
-2.63475 1.22614 -5.06986e-06
-2.09331 1.18644 -2.95354e-06
6.14242 1.1875 3.17303e-06
-3.92686 1.18022 -2.9707e-06
-1.45471 1.19126 -6.11997e-07
2.99294 1.16304 -1.89813e-09
0 0 0
-2.25386 1.17773 -1.07301e-06
0.356501 1.18148 -1.68854e-06
5.28245 1.20101 -2.49713e-07
4.75444 1.22957 -5.27552e-06
-4.87014 1.25598 -4.6131e-06
0.691973 1.29032 -5.80087e-07
-14.5186 1.32062 -8.17783e-06
-2.70181 1.2746 -6.13602e-06
-0.130696 1.25454 -1.84944e-06
-3.63613 1.1728 -4.65174e-06
-5.26259 1.16336 -4.72227e-06
-1.02441 1.20101 -3.68892e-06
6.6054 1.17587 -3.95982e-06
6.3768 1.27888 -4.91067e-06
5.01151 1.26445 -4.33174e-06
6.7717 1.33 -8.47385e-06
2.73906 1.31287 -3.09624e-06
7.33563 1.32062 -4.89552e-06
4.85195 1.28861 -5.97476e-06
7.66727 1.28061 -4.18469e-06
4.12926 1.25748 -5.29065e-06
3.91031 1.25166 -6.49445e-07
0 0 0
4.0306 1.21984 -3.80001e-06
6.24089 1.25799 -4.10698e-06
-0.832047 1.24371 -4.22265e-06
10.9273 1.25753 -4.2784e-06
10.4155 1.24761 -1.72835e-06
4.92585 1.25146 -1.28672e-06
