31  35.64  1.26191
33  20.4389  0.934097
35  9.04948  0.610342
37  4.09721  0.405179
39  2.16799  0.290692
41  2.61023  0.318314
43  4.57589  0.427732
45  6.48776  0.508248
47  6.51994  0.500491
49  7.57454  0.531013
51  7.80271  0.528794
53  6.77487  0.485965
55  4.71381  0.399106
57  3.48648  0.337063
59  2.79665  0.296671
