 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 02, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/2H_900mb_CF4_95-05.txt

 Ion = Hydrogen [1] , Mass = 2.014 amu

 Target Density =  2.9667E-04 g/cm3 = 4.6690E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    088.37    030.32   
      C      6    002.33    009.53   
      F      9    009.30    060.15   
 ====================================
 Bragg Correction = -4.14%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   2.343E-02  1.508E-04    2.22 mm   262.89 um   323.59 um  
  37.50 keV   2.407E-02  1.428E-04    2.32 mm   265.98 um   329.59 um  
  40.00 keV   2.468E-02  1.357E-04    2.42 mm   268.82 um   335.20 um  
  45.00 keV   2.576E-02  1.236E-04    2.61 mm   274.57 um   345.41 um  
  50.00 keV   2.671E-02  1.136E-04    2.80 mm   279.63 um   354.54 um  
  55.00 keV   2.755E-02  1.052E-04    2.98 mm   284.14 um   362.81 um  
  60.00 keV   2.830E-02  9.808E-05    3.16 mm   288.24 um   370.39 um  
  65.00 keV   2.895E-02  9.193E-05    3.33 mm   291.99 um   377.40 um  
  70.00 keV   2.953E-02  8.655E-05    3.50 mm   295.46 um   383.93 um  
  80.00 keV   3.046E-02  7.762E-05    3.83 mm   303.50 um   395.83 um  
  90.00 keV   3.115E-02  7.047E-05    4.15 mm   310.71 um   406.55 um  
 100.00 keV   3.163E-02  6.461E-05    4.47 mm   317.33 um   416.38 um  
 110.00 keV   3.193E-02  5.971E-05    4.78 mm   323.52 um   425.52 um  
 120.00 keV   3.208E-02  5.556E-05    5.09 mm   329.37 um   434.14 um  
 130.00 keV   3.211E-02  5.198E-05    5.40 mm   334.99 um   442.34 um  
 140.00 keV   3.204E-02  4.886E-05    5.71 mm   340.42 um   450.21 um  
 150.00 keV   3.188E-02  4.612E-05    6.02 mm   345.72 um   457.83 um  
 160.00 keV   3.165E-02  4.369E-05    6.33 mm   350.92 um   465.24 um  
 170.00 keV   3.138E-02  4.153E-05    6.65 mm   356.06 um   472.49 um  
 180.00 keV   3.105E-02  3.958E-05    6.97 mm   361.16 um   479.63 um  
 200.00 keV   3.032E-02  3.621E-05    7.62 mm   376.91 um   493.66 um  
 225.00 keV   2.930E-02  3.278E-05    8.45 mm   400.05 um   510.97 um  
 250.00 keV   2.824E-02  2.998E-05    9.32 mm   423.28 um   528.28 um  
 275.00 keV   2.718E-02  2.764E-05   10.22 mm   446.79 um   545.77 um  
 300.00 keV   2.615E-02  2.566E-05   11.15 mm   470.73 um   563.59 um  
 325.00 keV   2.516E-02  2.397E-05   12.12 mm   495.18 um   581.84 um  
 350.00 keV   2.422E-02  2.249E-05   13.13 mm   520.20 um   600.60 um  
 375.00 keV   2.335E-02  2.120E-05   14.18 mm   545.82 um   619.94 um  
 400.00 keV   2.252E-02  2.006E-05   15.27 mm   572.04 um   639.91 um  
 450.00 keV   2.103E-02  1.812E-05   17.56 mm   666.85 um   681.88 um  
 500.00 keV   1.972E-02  1.655E-05   20.01 mm   760.79 um   726.75 um  
 550.00 keV   1.857E-02  1.524E-05   22.62 mm   854.81 um   774.65 um  
 600.00 keV   1.756E-02  1.413E-05   25.39 mm   949.45 um   825.63 um  
 650.00 keV   1.666E-02  1.318E-05   28.30 mm     1.05 mm   879.74 um  
 700.00 keV   1.586E-02  1.236E-05   31.37 mm     1.14 mm   936.97 um  
 800.00 keV   1.450E-02  1.100E-05   37.96 mm     1.49 mm     1.06 mm  
 900.00 keV   1.338E-02  9.926E-06   45.13 mm     1.82 mm     1.20 mm  
   1.00 MeV   1.244E-02  9.052E-06   52.87 mm     2.14 mm     1.34 mm  
   1.10 MeV   1.164E-02  8.326E-06   61.17 mm     2.46 mm     1.50 mm  
   1.20 MeV   1.095E-02  7.713E-06   70.02 mm     2.78 mm     1.67 mm  
   1.30 MeV   1.035E-02  7.189E-06   79.40 mm     3.11 mm     1.85 mm  
   1.40 MeV   9.819E-03  6.735E-06   89.31 mm     3.43 mm     2.04 mm  
   1.50 MeV   9.350E-03  6.337E-06   99.73 mm     3.76 mm     2.24 mm  
   1.60 MeV   8.932E-03  5.986E-06  110.66 mm     4.09 mm     2.45 mm  
   1.70 MeV   8.555E-03  5.674E-06  122.08 mm     4.42 mm     2.67 mm  
   1.80 MeV   8.215E-03  5.394E-06  134.00 mm     4.76 mm     2.89 mm  
   2.00 MeV   7.626E-03  4.914E-06  159.24 mm     6.00 mm     3.37 mm  
   2.25 MeV   7.058E-03  4.426E-06  193.28 mm     7.75 mm     4.02 mm  
   2.50 MeV   6.527E-03  4.031E-06  230.08 mm     9.40 mm     4.71 mm  
   2.75 MeV   6.107E-03  3.703E-06  269.63 mm    11.00 mm     5.45 mm  
   3.00 MeV   5.743E-03  3.427E-06  311.80 mm    12.59 mm     6.23 mm  
   3.25 MeV   5.421E-03  3.191E-06  356.56 mm    14.16 mm     7.05 mm  
   3.50 MeV   5.135E-03  2.987E-06  403.90 mm    15.74 mm     7.92 mm  
   3.75 MeV   4.878E-03  2.808E-06  453.80 mm    17.33 mm     8.83 mm  
   4.00 MeV   4.647E-03  2.651E-06  506.25 mm    18.94 mm     9.78 mm  
   4.50 MeV   4.248E-03  2.385E-06  618.70 mm    24.89 mm    11.80 mm  
   5.00 MeV   3.916E-03  2.170E-06  741.20 mm    30.50 mm    13.99 mm  
   5.50 MeV   3.636E-03  1.992E-06  873.60 mm    35.97 mm    16.35 mm  
   6.00 MeV   3.396E-03  1.843E-06    1.02 m     41.40 mm    18.86 mm  
   6.50 MeV   3.188E-03  1.715E-06    1.17 m     46.84 mm    21.53 mm  
   7.00 MeV   3.007E-03  1.604E-06    1.33 m     52.32 mm    24.35 mm  
   8.00 MeV   2.704E-03  1.422E-06    1.68 m     72.47 mm    30.46 mm  
   9.00 MeV   2.461E-03  1.279E-06    2.07 m     91.28 mm    37.17 mm  
  10.00 MeV   2.261E-03  1.162E-06    2.49 m    109.64 mm    44.46 mm  
  11.00 MeV   2.094E-03  1.066E-06    2.95 m    127.93 mm    52.33 mm  
  12.00 MeV   1.952E-03  9.857E-07    3.44 m    146.32 mm    60.76 mm  
  13.00 MeV   1.829E-03  9.167E-07    3.97 m    164.92 mm    69.75 mm  
  14.00 MeV   1.722E-03  8.571E-07    4.54 m    183.76 mm    79.28 mm  
  15.00 MeV   1.628E-03  8.051E-07    5.13 m    202.90 mm    89.35 mm  
  16.00 MeV   1.545E-03  7.593E-07    5.76 m    222.34 mm    99.95 mm  
  17.00 MeV   1.470E-03  7.186E-07    6.43 m    242.09 mm   111.08 mm  
  18.00 MeV   1.403E-03  6.822E-07    7.12 m    262.16 mm   122.73 mm  
  20.00 MeV   1.287E-03  6.198E-07    8.61 m    337.73 mm   147.58 mm  
  22.50 MeV   1.168E-03  5.568E-07   10.65 m    445.96 mm   181.46 mm  
  25.00 MeV   1.071E-03  5.058E-07   12.88 m    548.59 mm   218.43 mm  
  27.50 MeV   9.903E-04  4.637E-07   15.31 m    649.28 mm   258.41 mm  
  30.00 MeV   9.217E-04  4.283E-07   17.92 m    749.66 mm   301.35 mm  
  32.50 MeV   8.629E-04  3.981E-07   20.72 m    850.55 mm   347.19 mm  
  35.00 MeV   8.117E-04  3.720E-07   23.71 m    952.42 mm   395.89 mm  
  37.50 MeV   7.668E-04  3.492E-07   26.88 m      1.06 m    447.39 mm  
  40.00 MeV   7.270E-04  3.292E-07   30.22 m      1.16 m    501.67 mm  
  45.00 MeV   6.597E-04  2.955E-07   37.44 m      1.55 m    618.40 mm  
  50.00 MeV   6.049E-04  2.683E-07   45.35 m      1.92 m    745.77 mm  
  55.00 MeV   5.593E-04  2.459E-07   53.94 m      2.28 m    883.52 mm  
  60.00 MeV   5.208E-04  2.270E-07   63.20 m      2.64 m      1.03 m   
  65.00 MeV   4.877E-04  2.109E-07   73.11 m      2.99 m      1.19 m   
  70.00 MeV   4.591E-04  1.970E-07   83.68 m      3.35 m      1.36 m   
  80.00 MeV   4.118E-04  1.742E-07  106.67 m      4.69 m      1.72 m   
  90.00 MeV   3.743E-04  1.563E-07  132.13 m      5.93 m      2.12 m   
 100.00 MeV   3.439E-04  1.419E-07  159.99 m      7.14 m      2.56 m   
 110.00 MeV   3.186E-04  1.299E-07  190.18 m      8.34 m      3.02 m   
 120.00 MeV   2.973E-04  1.199E-07  222.66 m      9.54 m      3.53 m   
 130.00 MeV   2.791E-04  1.114E-07  257.35 m     10.75 m      4.06 m   
 140.00 MeV   2.633E-04  1.040E-07  294.22 m     11.98 m      4.63 m   
 150.00 MeV   2.495E-04  9.758E-08  333.21 m     13.22 m      5.22 m   
 160.00 MeV   2.374E-04  9.193E-08  374.27 m     14.47 m      5.85 m   
 170.00 MeV   2.266E-04  8.692E-08  417.37 m     15.73 m      6.50 m   
 180.00 MeV   2.169E-04  8.244E-08  462.46 m     17.01 m      7.18 m   
 200.00 MeV   2.003E-04  7.478E-08  558.38 m     21.82 m      8.62 m   
 225.00 MeV   1.835E-04  6.706E-08  688.75 m     28.65 m     10.56 m   
 250.00 MeV   1.699E-04  6.082E-08  830.30 m     35.03 m     12.65 m   
 275.00 MeV   1.587E-04  5.567E-08  982.51 m     41.21 m     14.88 m   
 300.00 MeV   1.492E-04  5.136E-08    1.14 km    47.27 m     17.24 m   
 325.00 MeV   1.412E-04  4.768E-08    1.32 km    53.28 m     19.72 m   
 350.00 MeV   1.343E-04  4.451E-08    1.50 km    59.25 m     22.32 m   
 375.00 MeV   1.282E-04  4.175E-08    1.69 km    65.20 m     25.03 m   
 400.00 MeV   1.229E-04  3.932E-08    1.89 km    71.13 m     27.83 m   
 450.00 MeV   1.140E-04  3.524E-08    2.31 km    93.10 m     33.73 m   
 500.00 MeV   1.069E-04  3.195E-08    2.76 km   113.22 m     39.96 m   
 550.00 MeV   1.010E-04  2.924E-08    3.24 km   132.32 m     46.50 m   
 600.00 MeV   9.612E-05  2.696E-08    3.75 km   150.76 m     53.30 m   
 650.00 MeV   9.198E-05  2.502E-08    4.28 km   168.72 m     60.33 m   
 700.00 MeV   8.843E-05  2.335E-08    4.84 km   186.30 m     67.58 m   
 800.00 MeV   8.268E-05  2.062E-08    6.01 km   249.58 m     82.61 m   
 900.00 MeV   7.824E-05  1.847E-08    7.25 km   305.74 m     98.21 m   
   1.00 GeV   7.473E-05  1.674E-08    8.56 km   357.79 m    114.26 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.3709E+01                keV / (ug/cm2) 
  3.3709E+01                MeV / (mg/cm2) 
  3.3709E+04                keV / (mg/cm2) 
  2.1418E+02                 eV / (1E15 atoms/cm2)
  6.2537E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
