 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 16, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/11Li_6mb_butane.txt

 Ion = Lithium [3] , Mass = 11.0438 amu

 Target Density =  1.4310E-05 g/cm3 = 2.0757E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    071.43    017.34   
      C      6    028.57    082.66   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  14.00 MeV   3.319E-03  2.596E-06    2.92 m    101.00 mm    33.14 mm  
  15.00 MeV   3.166E-03  2.442E-06    3.23 m    110.17 mm    35.09 mm  
  16.00 MeV   3.029E-03  2.307E-06    3.55 m    119.42 mm    37.16 mm  
  17.00 MeV   2.904E-03  2.186E-06    3.89 m    128.74 mm    39.35 mm  
  18.00 MeV   2.790E-03  2.078E-06    4.24 m    138.16 mm    41.64 mm  
  20.00 MeV   2.590E-03  1.893E-06    4.98 m    173.98 mm    46.56 mm  
  22.50 MeV   2.379E-03  1.705E-06    5.99 m    225.23 mm    53.29 mm  
  25.00 MeV   2.175E-03  1.552E-06    7.09 m    274.05 mm    60.68 mm  
  27.50 MeV   1.996E-03  1.426E-06    8.28 m    322.75 mm    68.79 mm  
  30.00 MeV   1.869E-03  1.319E-06    9.58 m    371.48 mm    77.59 mm  
  32.50 MeV   1.758E-03  1.228E-06   10.96 m    420.04 mm    87.00 mm  
  35.00 MeV   1.660E-03  1.149E-06   12.42 m    468.74 mm    97.01 mm  
  37.50 MeV   1.574E-03  1.080E-06   13.97 m    517.76 mm   107.60 mm  
  40.00 MeV   1.497E-03  1.020E-06   15.59 m    567.22 mm   118.75 mm  
  45.00 MeV   1.365E-03  9.175E-07   19.09 m    753.69 mm   142.72 mm  
  50.00 MeV   1.256E-03  8.347E-07   22.91 m    928.27 mm   168.83 mm  
  55.00 MeV   1.165E-03  7.662E-07   27.04 m      1.10 m    197.02 mm  
  60.00 MeV   1.087E-03  7.084E-07   31.48 m      1.27 m    227.25 mm  
  65.00 MeV   1.019E-03  6.592E-07   36.23 m      1.44 m    259.47 mm  
  70.00 MeV   9.600E-04  6.166E-07   41.29 m      1.60 m    293.64 mm  
  80.00 MeV   8.619E-04  5.465E-07   52.28 m      2.24 m    367.77 mm  
  90.00 MeV   7.833E-04  4.913E-07   64.45 m      2.83 m    449.42 mm  
 100.00 MeV   7.188E-04  4.467E-07   77.77 m      3.40 m    538.41 mm  
 110.00 MeV   6.649E-04  4.097E-07   92.23 m      3.97 m    634.60 mm  
 120.00 MeV   6.192E-04  3.786E-07  107.81 m      4.55 m    737.85 mm  
 130.00 MeV   5.798E-04  3.521E-07  124.50 m      5.13 m    848.05 mm  
 140.00 MeV   5.456E-04  3.292E-07  142.27 m      5.71 m    965.09 mm  
 150.00 MeV   5.155E-04  3.092E-07  161.12 m      6.31 m      1.09 m   
 160.00 MeV   4.888E-04  2.916E-07  181.04 m      6.91 m      1.22 m   
 170.00 MeV   4.650E-04  2.759E-07  202.01 m      7.53 m      1.36 m   
 180.00 MeV   4.436E-04  2.619E-07  224.02 m      8.15 m      1.50 m   
 200.00 MeV   4.067E-04  2.380E-07  271.10 m     10.54 m      1.81 m   
 225.00 MeV   3.690E-04  2.137E-07  335.62 m     13.96 m      2.22 m   
 250.00 MeV   3.383E-04  1.941E-07  406.36 m     17.19 m      2.68 m   
 275.00 MeV   3.128E-04  1.780E-07  483.19 m     20.35 m      3.17 m   
 300.00 MeV   2.912E-04  1.644E-07  566.00 m     23.50 m      3.70 m   
 325.00 MeV   2.727E-04  1.527E-07  654.70 m     26.66 m      4.27 m   
 350.00 MeV   2.566E-04  1.427E-07  749.18 m     29.84 m      4.87 m   
 375.00 MeV   2.425E-04  1.340E-07  849.36 m     33.05 m      5.51 m   
 400.00 MeV   2.301E-04  1.263E-07  955.16 m     36.31 m      6.18 m   
 450.00 MeV   2.091E-04  1.134E-07    1.18 km    48.60 m      7.61 m   
 500.00 MeV   1.920E-04  1.029E-07    1.43 km    60.11 m      9.18 m   
 550.00 MeV   1.778E-04  9.429E-08    1.70 km    71.31 m     10.87 m   
 600.00 MeV   1.658E-04  8.705E-08    1.99 km    82.40 m     12.68 m   
 650.00 MeV   1.556E-04  8.087E-08    2.31 km    93.47 m     14.61 m   
 700.00 MeV   1.467E-04  7.554E-08    2.64 km   104.59 m     16.65 m   
 800.00 MeV   1.322E-04  6.680E-08    3.35 km   145.92 m     21.06 m   
