 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> xullo 25, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\8Li_silicon.txt

 Ion = Lithium [3] , Mass = 8,0208 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900,00 keV   4,801E+02  1,892E+00    2,70 um     2347 A      3044 A   
   1,00 MeV   4,915E+02  1,738E+00    2,91 um     2392 A      3120 A   
   1,10 MeV   5,006E+02  1,609E+00    3,11 um     2433 A      3189 A   
   1,20 MeV   5,078E+02  1,499E+00    3,30 um     2471 A      3254 A   
   1,30 MeV   5,135E+02  1,404E+00    3,50 um     2507 A      3315 A   
   1,40 MeV   5,178E+02  1,322E+00    3,69 um     2542 A      3372 A   
   1,50 MeV   5,209E+02  1,249E+00    3,88 um     2574 A      3427 A   
   1,60 MeV   5,231E+02  1,184E+00    4,07 um     2606 A      3479 A   
   1,70 MeV   5,244E+02  1,126E+00    4,26 um     2636 A      3530 A   
   1,80 MeV   5,250E+02  1,074E+00    4,45 um     2666 A      3579 A   
   2,00 MeV   5,245E+02  9,845E-01    4,83 um     2749 A      3672 A   
   2,25 MeV   5,212E+02  8,925E-01    5,30 um     2865 A      3783 A   
   2,50 MeV   5,161E+02  8,172E-01    5,78 um     2976 A      3890 A   
   2,75 MeV   5,096E+02  7,545E-01    6,27 um     3085 A      3992 A   
   3,00 MeV   5,022E+02  7,012E-01    6,76 um     3192 A      4093 A   
   3,25 MeV   4,943E+02  6,555E-01    7,26 um     3298 A      4192 A   
   3,50 MeV   4,860E+02  6,157E-01    7,77 um     3404 A      4290 A   
   3,75 MeV   4,775E+02  5,807E-01    8,28 um     3509 A      4387 A   
   4,00 MeV   4,690E+02  5,498E-01    8,81 um     3615 A      4484 A   
   4,50 MeV   4,522E+02  4,974E-01    9,89 um     3976 A      4679 A   
   5,00 MeV   4,360E+02  4,546E-01   11,02 um     4331 A      4875 A   
   5,50 MeV   4,205E+02  4,191E-01   12,18 um     4682 A      5075 A   
   6,00 MeV   4,058E+02  3,889E-01   13,39 um     5032 A      5280 A   
   6,50 MeV   3,920E+02  3,631E-01   14,64 um     5381 A      5489 A   
   7,00 MeV   3,791E+02  3,407E-01   15,93 um     5732 A      5703 A   
   8,00 MeV   3,555E+02  3,036E-01   18,65 um     6989 A      6149 A   
   9,00 MeV   3,347E+02  2,742E-01   21,55 um     8183 A      6620 A   
  10,00 MeV   3,162E+02  2,503E-01   24,62 um     9346 A      7117 A   
  11,00 MeV   2,999E+02  2,304E-01   27,86 um     1,05 um     7640 A   
  12,00 MeV   2,852E+02  2,136E-01   31,28 um     1,16 um     8189 A   
  13,00 MeV   2,720E+02  1,992E-01   34,86 um     1,28 um     8765 A   
  14,00 MeV   2,601E+02  1,867E-01   38,62 um     1,39 um     9367 A   
  15,00 MeV   2,493E+02  1,758E-01   42,54 um     1,51 um     9995 A   
  16,00 MeV   2,395E+02  1,661E-01   46,62 um     1,63 um     1,06 um  
  17,00 MeV   2,304E+02  1,575E-01   50,88 um     1,74 um     1,13 um  
  18,00 MeV   2,213E+02  1,498E-01   55,30 um     1,86 um     1,20 um  
  20,00 MeV   2,044E+02  1,366E-01   64,70 um     2,31 um     1,35 um  
  22,50 MeV   1,881E+02  1,231E-01   77,43 um     2,95 um     1,55 um  
  25,00 MeV   1,745E+02  1,122E-01   91,22 um     3,56 um     1,77 um  
  27,50 MeV   1,630E+02  1,032E-01  106,02 um     4,15 um     2,01 um  
  30,00 MeV   1,530E+02  9,551E-02  121,84 um     4,74 um     2,26 um  
  32,50 MeV   1,444E+02  8,898E-02  138,65 um     5,33 um     2,52 um  
  35,00 MeV   1,367E+02  8,332E-02  156,43 um     5,92 um     2,80 um  
  37,50 MeV   1,299E+02  7,837E-02  175,17 um     6,52 um     3,09 um  
  40,00 MeV   1,239E+02  7,400E-02  194,86 um     7,12 um     3,40 um  
  45,00 MeV   1,134E+02  6,664E-02  237,01 um     9,35 um     4,05 um  
  50,00 MeV   1,048E+02  6,067E-02  282,84 um    11,43 um     4,76 um  
  55,00 MeV   9,752E+01  5,573E-02  332,26 um    13,46 um     5,52 um  
  60,00 MeV   9,128E+01  5,156E-02  385,22 um    15,47 um     6,32 um  
  65,00 MeV   8,587E+01  4,800E-02  441,65 um    17,48 um     7,18 um  
  70,00 MeV   8,113E+01  4,492E-02  501,52 um    19,50 um     8,09 um  
  80,00 MeV   7,320E+01  3,985E-02  631,21 um    26,91 um    10,04 um  
  90,00 MeV   6,681E+01  3,585E-02  774,13 um    33,81 um    12,17 um  
 100,00 MeV   6,156E+01  3,261E-02  929,97 um    40,51 um    14,48 um  
 110,00 MeV   5,714E+01  2,993E-02    1,10 mm    47,18 um    16,97 um  
