 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 08, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\7Li_Mylar.txt

 Ion = Lithium [3] , Mass = 7.016 amu

 Target Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036.36    004.20   
      C      6    045.45    062.50   
      O      8    018.18    033.30   
 ====================================
 Bragg Correction = -6.57%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   2.50 MeV   4.602E+02  5.439E-01    6.79 um     2638 A      3209 A   
   2.75 MeV   4.508E+02  5.013E-01    7.34 um     2764 A      3270 A   
   3.00 MeV   4.408E+02  4.652E-01    7.90 um     2890 A      3329 A   
   3.25 MeV   4.306E+02  4.343E-01    8.47 um     3015 A      3388 A   
   3.50 MeV   4.202E+02  4.074E-01    9.06 um     3141 A      3448 A   
   3.75 MeV   4.099E+02  3.839E-01    9.66 um     3268 A      3507 A   
   4.00 MeV   3.996E+02  3.631E-01   10.28 um     3396 A      3566 A   
   4.50 MeV   3.798E+02  3.279E-01   11.56 um     3875 A      3688 A   
   5.00 MeV   3.611E+02  2.992E-01   12.91 um     4343 A      3814 A   
   5.50 MeV   3.437E+02  2.754E-01   14.33 um     4808 A      3945 A   
   6.00 MeV   3.276E+02  2.553E-01   15.82 um     5272 A      4082 A   
   6.50 MeV   3.129E+02  2.381E-01   17.38 um     5740 A      4225 A   
   7.00 MeV   2.995E+02  2.232E-01   19.01 um     6211 A      4375 A   
   8.00 MeV   2.759E+02  1.985E-01   22.48 um     7966 A      4697 A   
   9.00 MeV   2.560E+02  1.791E-01   26.25 um     9622 A      5049 A   
  10.00 MeV   2.390E+02  1.632E-01   30.29 um     1.12 um     5433 A   
  11.00 MeV   2.245E+02  1.501E-01   34.60 um     1.28 um     5847 A   
  12.00 MeV   2.119E+02  1.390E-01   39.18 um     1.44 um     6292 A   
  13.00 MeV   2.008E+02  1.295E-01   44.03 um     1.60 um     6767 A   
  14.00 MeV   1.910E+02  1.213E-01   49.13 um     1.76 um     7271 A   
  15.00 MeV   1.832E+02  1.141E-01   54.47 um     1.92 um     7802 A   
  16.00 MeV   1.753E+02  1.078E-01   60.05 um     2.08 um     8358 A   
  17.00 MeV   1.675E+02  1.021E-01   65.88 um     2.25 um     8943 A   
  18.00 MeV   1.602E+02  9.707E-02   71.98 um     2.41 um     9555 A   
  20.00 MeV   1.476E+02  8.840E-02   84.98 um     3.04 um     1.09 um  
  22.50 MeV   1.347E+02  7.960E-02  102.70 um     3.96 um     1.27 um  
  25.00 MeV   1.240E+02  7.246E-02  122.04 um     4.82 um     1.46 um  
  27.50 MeV   1.151E+02  6.655E-02  142.96 um     5.67 um     1.67 um  
  30.00 MeV   1.075E+02  6.157E-02  165.43 um     6.52 um     1.90 um  
  32.50 MeV   1.009E+02  5.732E-02  189.43 um     7.37 um     2.14 um  
  35.00 MeV   9.513E+01  5.364E-02  214.94 um     8.22 um     2.40 um  
  37.50 MeV   9.005E+01  5.042E-02  241.93 um     9.08 um     2.67 um  
  40.00 MeV   8.554E+01  4.759E-02  270.41 um     9.96 um     2.96 um  
  45.00 MeV   7.786E+01  4.281E-02  331.66 um    13.24 um     3.58 um  
  50.00 MeV   7.155E+01  3.894E-02  398.63 um    16.32 um     4.25 um  
  55.00 MeV   6.626E+01  3.574E-02  471.23 um    19.32 um     4.98 um  
  60.00 MeV   6.177E+01  3.304E-02  549.36 um    22.30 um     5.76 um  
  65.00 MeV   5.790E+01  3.074E-02  632.94 um    25.29 um     6.59 um  
  70.00 MeV   5.452E+01  2.875E-02  721.91 um    28.30 um     7.47 um  
  80.00 MeV   4.891E+01  2.548E-02  915.51 um    39.48 um     9.38 um  
  90.00 MeV   4.444E+01  2.291E-02    1.13 mm    49.89 um    11.49 um  
 100.00 MeV   4.078E+01  2.082E-02    1.36 mm    60.05 um    13.79 um  
 110.00 MeV   3.772E+01  1.910E-02    1.62 mm    70.17 um    16.28 um  
 120.00 MeV   3.513E+01  1.765E-02    1.89 mm    80.33 um    18.94 um  
 130.00 MeV   3.291E+01  1.641E-02    2.19 mm    90.60 um    21.79 um  
 140.00 MeV   3.097E+01  1.534E-02    2.50 mm   101.00 um    24.81 um  
 150.00 MeV   2.927E+01  1.441E-02    2.83 mm   111.55 um    28.01 um  
 160.00 MeV   2.777E+01  1.359E-02    3.18 mm   122.26 um    31.37 um  
 170.00 MeV   2.643E+01  1.286E-02    3.55 mm   133.13 um    34.91 um  
 180.00 MeV   2.522E+01  1.220E-02    3.94 mm   144.16 um    38.60 um  
 200.00 MeV   2.314E+01  1.109E-02    4.77 mm   186.10 um    46.49 um  
 225.00 MeV   2.103E+01  9.957E-03    5.90 mm   246.09 um    57.24 um  
 250.00 MeV   1.931E+01  9.043E-03    7.14 mm   302.76 um    68.95 um  
 275.00 MeV   1.787E+01  8.289E-03    8.49 mm   358.16 um    81.60 um  
 300.00 MeV   1.666E+01  7.655E-03    9.94 mm   413.19 um    95.15 um  
 325.00 MeV   1.563E+01  7.114E-03   11.48 mm   468.31 um   109.59 um  
 350.00 MeV   1.473E+01  6.647E-03   13.13 mm   523.77 um   124.89 um  
 375.00 MeV   1.394E+01  6.239E-03   14.88 mm   579.70 um   141.03 um  
 400.00 MeV   1.325E+01  5.881E-03   16.71 mm   636.17 um   158.00 um  
 450.00 MeV   1.207E+01  5.278E-03   20.67 mm   848.48 um   194.33 um  
 500.00 MeV   1.112E+01  4.792E-03   24.98 mm     1.05 mm   233.73 um  
 550.00 MeV   1.033E+01  4.390E-03   29.64 mm     1.24 mm   276.08 um  
 600.00 MeV   9.667E+00  4.052E-03   34.65 mm     1.43 mm   321.24 um  
 650.00 MeV   9.098E+00  3.764E-03   39.98 mm     1.62 mm   369.12 um  
 700.00 MeV   8.607E+00  3.516E-03   45.63 mm     1.81 mm   419.59 um  
 800.00 MeV   7.798E+00  3.109E-03   57.83 mm     2.50 mm   527.99 um  
 900.00 MeV   7.160E+00  2.789E-03   71.21 mm     3.14 mm   645.68 um  
   1.00 GeV   6.645E+00  2.531E-03   85.71 mm     3.76 mm   772.00 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.1584E-03                keV / (ug/cm2) 
  7.1584E-03                MeV / (mg/cm2) 
  7.1584E+00                keV / (mg/cm2) 
  1.0383E-01                 eV / (1E15 atoms/cm2)
  4.4370E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
