 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 19, 2025 
 ==================================================================

 Disk File Name = /media/data/S2384/Calibrations/SRIM/12Li_silicon.txt

 Ion = Lithium [3] , Mass = 12.05378 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = -2.62%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 160.00 MeV   5.848E+01  3.176E-02    1.57 mm    59.30 um    19.96 um  
 170.00 MeV   5.578E+01  3.006E-02    1.74 mm    64.41 um    22.08 um  
 180.00 MeV   5.334E+01  2.855E-02    1.92 mm    69.59 um    24.28 um  
 200.00 MeV   4.912E+01  2.596E-02    2.31 mm    89.16 um    28.97 um  
 225.00 MeV   4.478E+01  2.333E-02    2.85 mm   117.13 um    35.32 um  
 250.00 MeV   4.122E+01  2.120E-02    3.43 mm   143.55 um    42.22 um  
 275.00 MeV   3.823E+01  1.945E-02    4.06 mm   169.35 um    49.63 um  
 300.00 MeV   3.570E+01  1.797E-02    4.74 mm   194.97 um    57.56 um  
 325.00 MeV   3.351E+01  1.671E-02    5.46 mm   220.62 um    65.98 um  
 350.00 MeV   3.161E+01  1.562E-02    6.23 mm   246.43 um    74.90 um  
 375.00 MeV   2.994E+01  1.467E-02    7.04 mm   272.47 um    84.29 um  
 400.00 MeV   2.845E+01  1.383E-02    7.89 mm   298.78 um    94.16 um  
 450.00 MeV   2.594E+01  1.242E-02    9.73 mm   397.39 um   115.27 um  
 500.00 MeV   2.388E+01  1.129E-02   11.74 mm   489.69 um   138.17 um  
 550.00 MeV   2.216E+01  1.034E-02   13.92 mm   579.41 um   162.79 um  
 600.00 MeV   2.071E+01  9.554E-03   16.25 mm   668.15 um   189.08 um  
 650.00 MeV   1.946E+01  8.880E-03   18.74 mm   756.71 um   217.00 um  
 700.00 MeV   1.838E+01  8.298E-03   21.38 mm   845.54 um   246.49 um  
 800.00 MeV   1.659E+01  7.343E-03   27.11 mm     1.17 mm   310.04 um  
 900.00 MeV   1.517E+01  6.591E-03   33.41 mm     1.48 mm   379.40 um  
   1.00 GeV   1.402E+01  5.984E-03   40.26 mm     1.77 mm   454.27 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.3083E-03                keV / (ug/cm2) 
  4.3083E-03                MeV / (mg/cm2) 
  4.3083E+00                keV / (mg/cm2) 
  2.0093E-01                 eV / (1E15 atoms/cm2)
  5.2880E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
