 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 19, 2025 
 ==================================================================

 Disk File Name = /media/data/S2384/Calibrations/SRIM/9Li_900mb_CF4_95-5.txt

 Ion = Lithium [3] , Mass = 9.02679 amu

 Target Density =  2.9667E-04 g/cm3 = 6.0820E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    088.37    030.32   
      C      6    002.33    009.53   
      F      9    009.30    060.15   
 ====================================
 Bragg Correction = -2.62%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.00 MeV   1.510E-01  2.070E-04   26.22 mm   934.41 um     1.09 mm  
   3.25 MeV   1.481E-01  1.932E-04   27.89 mm   966.39 um     1.11 mm  
   3.50 MeV   1.451E-01  1.813E-04   29.59 mm   998.51 um     1.12 mm  
   3.75 MeV   1.420E-01  1.708E-04   31.33 mm     1.03 mm     1.13 mm  
   4.00 MeV   1.389E-01  1.615E-04   33.11 mm     1.06 mm     1.14 mm  
   4.50 MeV   1.328E-01  1.459E-04   36.79 mm     1.19 mm     1.16 mm  
   5.00 MeV   1.269E-01  1.331E-04   40.64 mm     1.31 mm     1.19 mm  
   5.50 MeV   1.213E-01  1.225E-04   44.66 mm     1.43 mm     1.21 mm  
   6.00 MeV   1.161E-01  1.136E-04   48.87 mm     1.56 mm     1.23 mm  
   6.50 MeV   1.112E-01  1.059E-04   53.27 mm     1.68 mm     1.26 mm  
   7.00 MeV   1.066E-01  9.930E-05   57.85 mm     1.81 mm     1.29 mm  
   8.00 MeV   9.842E-02  8.835E-05   67.61 mm     2.28 mm     1.34 mm  
   9.00 MeV   9.130E-02  7.967E-05   78.15 mm     2.73 mm     1.41 mm  
  10.00 MeV   8.510E-02  7.263E-05   89.49 mm     3.17 mm     1.48 mm  
  11.00 MeV   7.967E-02  6.678E-05  101.63 mm     3.62 mm     1.55 mm  
  12.00 MeV   7.489E-02  6.185E-05  114.56 mm     4.06 mm     1.64 mm  
  13.00 MeV   7.065E-02  5.763E-05  128.30 mm     4.51 mm     1.73 mm  
  14.00 MeV   6.688E-02  5.397E-05  142.84 mm     4.97 mm     1.82 mm  
  15.00 MeV   6.349E-02  5.078E-05  158.18 mm     5.43 mm     1.93 mm  
  16.00 MeV   6.044E-02  4.795E-05  174.31 mm     5.90 mm     2.04 mm  
  17.00 MeV   5.768E-02  4.545E-05  191.23 mm     6.37 mm     2.16 mm  
  18.00 MeV   5.517E-02  4.320E-05  208.95 mm     6.86 mm     2.28 mm  
  20.00 MeV   5.110E-02  3.934E-05  246.60 mm     8.70 mm     2.56 mm  
  22.50 MeV   4.636E-02  3.542E-05  297.94 mm    11.36 mm     2.93 mm  
  25.00 MeV   4.271E-02  3.225E-05  354.10 mm    13.88 mm     3.35 mm  
  27.50 MeV   3.964E-02  2.962E-05  414.83 mm    16.35 mm     3.81 mm  
  30.00 MeV   3.702E-02  2.740E-05  480.06 mm    18.80 mm     4.31 mm  
  32.50 MeV   3.475E-02  2.551E-05  549.73 mm    21.26 mm     4.84 mm  
  35.00 MeV   3.276E-02  2.387E-05  623.79 mm    23.73 mm     5.40 mm  
  37.50 MeV   3.101E-02  2.244E-05  702.19 mm    26.22 mm     6.00 mm  
  40.00 MeV   2.945E-02  2.118E-05  784.88 mm    28.75 mm     6.64 mm  
  45.00 MeV   2.679E-02  1.905E-05  962.84 mm    38.28 mm     8.00 mm  
  50.00 MeV   2.460E-02  1.733E-05    1.16 m     47.22 mm     9.49 mm  
  55.00 MeV   2.278E-02  1.590E-05    1.37 m     55.94 mm    11.11 mm  
  60.00 MeV   2.122E-02  1.471E-05    1.60 m     64.60 mm    12.84 mm  
  65.00 MeV   1.988E-02  1.368E-05    1.84 m     73.28 mm    14.69 mm  
  70.00 MeV   1.871E-02  1.280E-05    2.10 m     82.03 mm    16.66 mm  
  80.00 MeV   1.677E-02  1.134E-05    2.66 m    114.64 mm    20.94 mm  
  90.00 MeV   1.522E-02  1.020E-05    3.29 m    145.01 mm    25.67 mm  
 100.00 MeV   1.396E-02  9.267E-06    3.97 m    174.66 mm    30.83 mm  
 110.00 MeV   1.290E-02  8.500E-06    4.72 m    204.20 mm    36.41 mm  
 120.00 MeV   1.201E-02  7.855E-06    5.52 m    233.90 mm    42.41 mm  
 130.00 MeV   1.124E-02  7.304E-06    6.38 m    263.93 mm    48.82 mm  
 140.00 MeV   1.057E-02  6.828E-06    7.30 m    294.36 mm    55.64 mm  
 150.00 MeV   9.982E-03  6.413E-06    8.27 m    325.24 mm    62.85 mm  
 160.00 MeV   9.463E-03  6.047E-06    9.30 m    356.60 mm    70.45 mm  
 170.00 MeV   8.999E-03  5.722E-06   10.39 m    388.45 mm    78.45 mm  
 180.00 MeV   8.584E-03  5.432E-06   11.52 m    420.79 mm    86.82 mm  
 200.00 MeV   7.867E-03  4.934E-06   13.96 m    544.30 mm   104.70 mm  
 225.00 MeV   7.138E-03  4.432E-06   17.29 m    721.19 mm   129.12 mm  
 250.00 MeV   6.544E-03  4.025E-06   20.95 m    888.44 mm   155.79 mm  
 275.00 MeV   6.050E-03  3.689E-06   24.92 m      1.05 m    184.64 mm  
 300.00 MeV   5.633E-03  3.407E-06   29.20 m      1.22 m    215.62 mm  
 325.00 MeV   5.276E-03  3.166E-06   33.79 m      1.38 m    248.69 mm  
 350.00 MeV   4.966E-03  2.958E-06   38.67 m      1.54 m    283.79 mm  
 375.00 MeV   4.695E-03  2.777E-06   43.85 m      1.71 m    320.90 mm  
 400.00 MeV   4.455E-03  2.617E-06   49.31 m      1.88 m    359.96 mm  
 450.00 MeV   4.051E-03  2.349E-06   61.08 m      2.51 m    443.84 mm  
