! 10He range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	0.230347  	0.001000	0.230347  	0.001000	0.19288   	0.001000	0.19288   	0.001000	0.193016  	0.001000	0         	0.001000	0         	0.001000	0.00567257	0.001000	0.0085068 	0.001000	0.00451781	
0.002000	0.469695  	0.002000	0.460694  	0.002000	0.385759  	0.002000	0.385759  	0.002000	0.386032  	0.002000	0.0229186 	0.002000	0.0229186 	0.002000	0.0166171 	0.002000	0.0240807 	0.002000	0.0136455 	
0.005000	1.00558   	0.005000	0.97643   	0.005000	0.791997  	0.005000	0.791997  	0.005000	0.792376  	0.005000	0.0258338 	0.005000	0.0258338 	0.005000	0.0497253 	0.005000	0.0704268 	0.005000	0.041598  	
0.008000	1.39405   	0.008000	1.35029   	0.008000	1.0774    	0.008000	1.0774    	0.008000	1.07781   	0.008000	0.0258844 	0.008000	0.0258844 	0.008000	0.0796082 	0.008000	0.111637  	0.008000	0.0671006 	
0.010000	1.61007   	0.010000	1.55818   	0.010000	1.23464   	0.010000	1.23464   	0.010000	1.23506   	0.010000	0.02603   	0.010000	0.02603   	0.010000	0.0980867 	0.010000	0.136936  	0.010000	0.08295   	
0.015000	2.04563   	0.015000	1.97736   	0.015000	1.56277   	0.015000	1.56277   	0.015000	1.56319   	0.015000	0.0266384 	0.015000	0.0266384 	0.015000	0.140784  	0.015000	0.194346  	0.015000	0.11973   	
0.020000	2.38422   	0.020000	2.30322   	0.020000	1.83405   	0.020000	1.83405   	0.020000	1.83448   	0.020000	0.0273441 	0.020000	0.0273441 	0.020000	0.180058  	0.020000	0.242789  	0.020000	0.153723  	
0.025000	2.66659   	0.025000	2.57498   	0.025000	2.06986   	0.025000	2.06986   	0.025000	2.0703    	0.025000	0.0280278 	0.025000	0.0280278 	0.025000	0.213702  	0.025000	0.281407  	0.025000	0.182944  	
0.030000	2.91258   	0.030000	2.81171   	0.030000	2.28223   	0.030000	2.28223   	0.030000	2.28267   	0.030000	0.0286713 	0.030000	0.0286713 	0.030000	0.237716  	0.030000	0.308171  	0.030000	0.203873  	
0.035000	3.13337   	0.035000	3.0242    	0.035000	2.47874   	0.035000	2.47874   	0.035000	2.47918   	0.035000	0.0292829 	0.035000	0.0292829 	0.035000	0.256283  	0.035000	0.32878   	0.035000	0.220111  	
0.040000	3.33593   	0.040000	3.21914   	0.040000	2.66332   	0.040000	2.66332   	0.040000	2.66376   	0.040000	0.0298652 	0.040000	0.0298652 	0.040000	0.271497  	0.040000	0.345738  	0.040000	0.233461  	
0.045000	3.52493   	0.045000	3.40103   	0.045000	2.83866   	0.045000	2.83866   	0.045000	2.8391    	0.045000	0.0304227 	0.045000	0.0304227 	0.045000	0.284529  	0.045000	0.360289  	0.045000	0.244928  	
0.050000	3.70362   	0.050000	3.57301   	0.050000	3.00671   	0.050000	3.00671   	0.050000	3.00715   	0.050000	0.03096   	0.050000	0.0310612 	0.050000	0.29582   	0.050000	0.372992  	0.050000	0.254895  	
0.055000	3.87439   	0.055000	3.73735   	0.055000	3.16892   	0.055000	3.16892   	0.055000	3.16936   	0.055000	0.0314811 	0.055000	0.0317205 	0.055000	0.305861  	0.055000	0.384346  	0.055000	0.263783  	
0.060000	4.03901   	0.060000	3.89578   	0.060000	3.32643   	0.060000	3.32643   	0.060000	3.32687   	0.060000	0.0319898 	0.060000	0.0323462 	0.060000	0.31501   	0.060000	0.394668  	0.060000	0.271904  	
0.070000	4.35499   	0.070000	4.19988   	0.070000	3.6307    	0.070000	3.6307    	0.070000	3.63114   	0.070000	0.0329825 	0.070000	0.0335267 	0.070000	0.331263  	0.070000	0.413024  	0.070000	0.286388  	
0.080000	4.65932   	0.080000	4.49276   	0.080000	3.92481   	0.080000	3.92481   	0.080000	3.92526   	0.080000	0.0339587 	0.080000	0.0346465 	0.080000	0.345663  	0.080000	0.429176  	0.080000	0.299285  	
0.090000	4.95694   	0.090000	4.77919   	0.090000	4.2124    	0.090000	4.2124    	0.090000	4.21284   	0.090000	0.0349342 	0.090000	0.035734  	0.090000	0.358568  	0.090000	0.443576  	0.090000	0.310904  	
0.100000	5.25109   	0.100000	5.06228   	0.100000	4.49602   	0.100000	4.49602   	0.100000	4.49646   	0.100000	0.0359209 	0.100000	0.0368086 	0.100000	0.370661  	0.100000	0.456943  	0.100000	0.321827  	
0.120000	5.83702   	0.120000	5.62617   	0.120000	5.05841   	0.120000	5.05841   	0.120000	5.05885   	0.120000	0.037962  	0.120000	0.0389695 	0.120000	0.392234  	0.120000	0.481051  	0.120000	0.341782  	
0.140000	6.42748   	0.140000	6.19443   	0.140000	5.62207   	0.140000	5.62207   	0.140000	5.62251   	0.140000	0.0401335 	0.140000	0.0411998 	0.140000	0.411648  	0.140000	0.50301   	0.140000	0.360377  	
0.160000	7.02739   	0.160000	6.77178   	0.160000	6.1928    	0.160000	6.1928    	0.160000	6.19325   	0.160000	0.0424654 	0.160000	0.0435378 	0.160000	0.429914  	0.160000	0.523544  	0.160000	0.378059  	
0.180000	7.63914   	0.180000	7.36052   	0.180000	6.77406   	0.180000	6.77406   	0.180000	6.77451   	0.180000	0.0449746 	0.180000	0.0460035 	0.180000	0.447389  	0.180000	0.543102  	0.180000	0.395098  	
0.200000	8.26393   	0.200000	7.96181   	0.200000	7.36791   	0.200000	7.36791   	0.200000	7.36836   	0.200000	0.0476687 	0.200000	0.0486062 	0.200000	0.464359  	0.200000	0.562044  	0.200000	0.411725  	
0.250000	9.88654   	0.250000	9.52341   	0.250000	8.91464   	0.250000	8.91464   	0.250000	8.91508   	0.250000	0.0552173 	0.250000	0.0557218 	0.250000	0.505634  	0.250000	0.607627  	0.250000	0.452515  	
