! 1H range in H190C5F20
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	120.168   	0.001000	120.168   	0.001000	110.809   	0.001000	110.809   	0.001000	110.83    	0.001000	0         	0.001000	0         	0.001000	0.805827  	0.001000	1.92404   	0.001000	0.761591  	
0.002000	240.335   	0.002000	240.335   	0.002000	221.617   	0.002000	221.617   	0.002000	221.661   	0.002000	11.4769   	0.002000	11.4769   	0.002000	2.35966   	0.002000	5.44269   	0.002000	2.37372   	
0.005000	520.791   	0.005000	520.791   	0.005000	496.027   	0.005000	496.027   	0.005000	496.093   	0.005000	13.4492   	0.005000	13.4492   	0.005000	8.13561   	0.005000	18.1522   	0.005000	8.62181   	
0.008000	747.033   	0.008000	747.033   	0.008000	728.416   	0.008000	728.416   	0.008000	728.49    	0.008000	13.5276   	0.008000	13.5276   	0.008000	14.7145   	0.008000	32.2804   	0.008000	15.9728   	
0.010000	881.458   	0.010000	881.458   	0.010000	869.95    	0.010000	869.95    	0.010000	870.028   	0.010000	13.8039   	0.010000	13.8039   	0.010000	19.354    	0.010000	42.1237   	0.010000	21.2354   	
0.015000	1165.73   	0.015000	1165.73   	0.015000	1193.43   	0.015000	1193.43   	0.015000	1193.51   	0.015000	15.2605   	0.015000	15.2605   	0.015000	31.5285   	0.015000	67.6614   	0.015000	35.2324   	
0.020000	1397.6    	0.020000	1397.6    	0.020000	1487.11   	0.020000	1487.11   	0.020000	1487.19   	0.020000	17.2791   	0.020000	17.2791   	0.020000	44.2878   	0.020000	94.1107   	0.020000	50.1021   	
0.025000	1599.2    	0.025000	1599.2    	0.025000	1760.12   	0.025000	1760.12   	0.025000	1760.21   	0.025000	19.4459   	0.025000	19.4459   	0.025000	57.4658   	0.025000	121.191   	0.025000	65.6089   	
0.030000	1781.81   	0.030000	1781.81   	0.030000	2016.19   	0.030000	2016.19   	0.030000	2016.28   	0.030000	21.5555   	0.030000	21.5555   	0.030000	70.8837   	0.030000	148.588   	0.030000	81.5082   	
0.035000	1952      	0.035000	1952      	0.035000	2258.16   	0.035000	2258.16   	0.035000	2258.25   	0.035000	23.5394   	0.035000	23.5394   	0.035000	84.2645   	0.035000	175.657   	0.035000	97.6657   	
