! 3He range in H190C5F20
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	320.646   	0.001000	320.646   	0.001000	242.323   	0.001000	242.323   	0.001000	242.399   	0.001000	0         	0.001000	0         	0.001000	2.68641   	0.001000	6.22417   	0.001000	2.7469    	
0.002000	641.293   	0.002000	641.293   	0.002000	484.646   	0.002000	484.646   	0.002000	484.797   	0.002000	25.0837   	0.002000	25.0837   	0.002000	7.86672   	0.002000	17.6095   	0.002000	8.4804    	
0.005000	1331.28   	0.005000	1331.28   	0.005000	1007.28   	0.005000	1007.28   	0.005000	1007.5    	0.005000	28.3441   	0.005000	28.3441   	0.005000	24.006    	0.005000	52.4279   	0.005000	26.7715   	
0.008000	1832.06   	0.008000	1832.06   	0.008000	1397.71   	0.008000	1397.71   	0.008000	1397.94   	0.008000	28.4182   	0.008000	28.4182   	0.008000	39.6804   	0.008000	85.6022   	0.008000	44.9556   	
0.010000	2114.01   	0.010000	2114.01   	0.010000	1622.11   	0.010000	1622.11   	0.010000	1622.34   	0.010000	28.6519   	0.010000	28.6519   	0.010000	49.8875   	0.010000	106.998   	0.010000	56.9309   	
0.015000	2691.12   	0.015000	2691.12   	0.015000	2111.15   	0.015000	2111.15   	0.015000	2111.4    	0.015000	29.7582   	0.015000	29.7582   	0.015000	74.8318   	0.015000	158.819   	0.015000	86.4944   	
0.020000	3148.74   	0.020000	3148.74   	0.020000	2535.74   	0.020000	2535.74   	0.020000	2535.99   	0.020000	31.2078   	0.020000	31.2078   	0.020000	99.2669   	0.020000	209.085   	0.020000	115.769   	
0.025000	3537.19   	0.025000	3537.19   	0.025000	2918.74   	0.025000	2918.74   	0.025000	2918.99   	0.025000	32.74     	0.025000	32.74     	0.025000	122.559   	0.025000	256.152   	0.025000	144.854   	
0.030000	3881.07   	0.030000	3881.07   	0.030000	3269.67   	0.030000	3269.67   	0.030000	3269.92   	0.030000	34.2236   	0.030000	34.2236   	0.030000	142.724   	0.030000	294.963   	0.030000	173.236   	
0.035000	4194.05   	0.035000	4194.05   	0.035000	3594.71   	0.035000	3594.71   	0.035000	3594.97   	0.035000	35.6099   	0.035000	35.6099   	0.035000	160.849   	0.035000	328.541   	0.035000	196.066   	
0.040000	4484.36   	0.040000	4484.36   	0.040000	3899.73   	0.040000	3899.73   	0.040000	3899.98   	0.040000	36.9036   	0.040000	36.9036   	0.040000	177.651   	0.040000	358.745   	0.040000	214.381   	
0.045000	4757.2    	0.045000	4757.2    	0.045000	4188.74   	0.045000	4188.74   	0.045000	4189      	0.045000	38.1145   	0.045000	38.1145   	0.045000	193.468   	0.045000	386.427   	0.045000	229.771   	
