! 10Li range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	0.124406  	0.001000	0.124406  	0.001000	0.0792645 	0.001000	0.0792645 	0.001000	0.0792966 	0.001000	0         	0.001000	0         	0.001000	0.00142383	0.001000	0.00223898	0.001000	0.00108637	
0.002000	0.254551  	0.002000	0.248813  	0.002000	0.158529  	0.002000	0.158529  	0.002000	0.158593  	0.002000	0.00893158	0.002000	0.00893158	0.002000	0.00416985	0.002000	0.00633494	0.002000	0.0033003 	
0.005000	0.581691  	0.005000	0.56153   	0.005000	0.363907  	0.005000	0.363907  	0.005000	0.364009  	0.005000	0.0106396 	0.005000	0.0106396 	0.005000	0.014993  	0.005000	0.0219756 	0.005000	0.0122678 	
0.008000	0.845213  	0.008000	0.813434  	0.008000	0.540779  	0.008000	0.540779  	0.008000	0.540896  	0.008000	0.0107127 	0.008000	0.0107127 	0.008000	0.0276205 	0.008000	0.0397919 	0.008000	0.0229281 	
0.010000	0.998215  	0.010000	0.95969   	0.010000	0.64858   	0.010000	0.64858   	0.010000	0.648704  	0.010000	0.0109697 	0.010000	0.0109697 	0.010000	0.0365644 	0.010000	0.0522633 	0.010000	0.0305438 	
0.015000	1.32817   	0.015000	1.2751    	0.015000	0.893667  	0.015000	0.893667  	0.015000	0.893801  	0.015000	0.0122886 	0.015000	0.0122886 	0.015000	0.0599601 	0.015000	0.0845375 	0.015000	0.0506142 	
0.020000	1.59586   	0.020000	1.53098   	0.020000	1.10507   	0.020000	1.10507   	0.020000	1.1052    	0.020000	0.0138468 	0.020000	0.0138468 	0.020000	0.0831097 	0.020000	0.116222  	0.020000	0.0705791 	
0.025000	1.81872   	0.025000	1.74402   	0.025000	1.28897   	0.025000	1.28897   	0.025000	1.28911   	0.025000	0.0152405 	0.025000	0.0152405 	0.025000	0.105242  	0.025000	0.146382  	0.025000	0.0897221 	
0.030000	2.01106   	0.030000	1.92788   	0.030000	1.45341   	0.030000	1.45341   	0.030000	1.45355   	0.030000	0.0164473 	0.030000	0.0164473 	0.030000	0.126517  	0.030000	0.17519   	0.030000	0.108171  	
0.035000	2.18197   	0.035000	2.09126   	0.035000	1.60401   	0.035000	1.60401   	0.035000	1.60416   	0.035000	0.0175083 	0.035000	0.0175083 	0.035000	0.146363  	0.035000	0.201114  	0.035000	0.125421  	
0.040000	2.33714   	0.040000	2.23959   	0.040000	1.74388   	0.040000	1.74388   	0.040000	1.74402   	0.040000	0.0184494 	0.040000	0.0184494 	0.040000	0.162171  	0.040000	0.220974  	0.040000	0.13919   	
0.045000	2.48037   	0.045000	2.3765    	0.045000	1.87524   	0.045000	1.87524   	0.045000	1.87539   	0.045000	0.0192949 	0.045000	0.0192949 	0.045000	0.175095  	0.045000	0.236863  	0.045000	0.150472  	
0.050000	2.61438   	0.050000	2.5046    	0.050000	1.99977   	0.050000	1.99977   	0.050000	1.99992   	0.050000	0.0200647 	0.050000	0.0200181 	0.050000	0.186137  	0.050000	0.250277  	0.050000	0.160129  	
