! 11Li range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	0.13447   	0.001000	0.13447   	0.001000	0.0862329 	0.001000	0.0862329 	0.001000	0.0862718 	0.001000	0         	0.001000	0         	0.001000	0.00162261	0.001000	0.00254088	0.001000	0.00124391	
0.002000	0.275159  	0.002000	0.26894   	0.002000	0.172466  	0.002000	0.172466  	0.002000	0.172544  	0.002000	0.00920384	0.002000	0.00920384	0.002000	0.00475209	0.002000	0.00718934	0.002000	0.00377663	
0.005000	0.632297  	0.005000	0.610292  	0.005000	0.397287  	0.005000	0.397287  	0.005000	0.397411  	0.005000	0.0109897 	0.005000	0.0109897 	0.005000	0.0171857 	0.005000	0.0250755 	0.005000	0.0141166 	
0.008000	0.921297  	0.008000	0.886517  	0.008000	0.591445  	0.008000	0.591445  	0.008000	0.591588  	0.008000	0.0110671 	0.008000	0.0110671 	0.008000	0.0317487 	0.008000	0.0455298 	0.008000	0.0264518 	
0.010000	1.08931   	0.010000	1.04711   	0.010000	0.709883  	0.010000	0.709883  	0.010000	0.710033  	0.010000	0.0113395 	0.010000	0.0113395 	0.010000	0.0420789 	0.010000	0.0598691 	0.010000	0.0352756 	
0.015000	1.45194   	0.015000	1.39371   	0.015000	0.979296  	0.015000	0.979296  	0.015000	0.979457  	0.015000	0.012737  	0.015000	0.012737  	0.015000	0.0691312 	0.015000	0.0970206 	0.015000	0.0585531 	
0.020000	1.74635   	0.020000	1.6751    	0.020000	1.21179   	0.020000	1.21179   	0.020000	1.21196   	0.020000	0.0143863 	0.020000	0.0143863 	0.020000	0.0959273 	0.020000	0.133533  	0.020000	0.0817299 	
0.025000	1.9915    	0.025000	1.90941   	0.025000	1.41408   	0.025000	1.41408   	0.025000	1.41425   	0.025000	0.0158593 	0.025000	0.0158593 	0.025000	0.121558  	0.025000	0.168308  	0.025000	0.103962  	
0.030000	2.20311   	0.030000	2.11167   	0.030000	1.59498   	0.030000	1.59498   	0.030000	1.59516   	0.030000	0.0171335 	0.030000	0.0171335 	0.030000	0.146207  	0.030000	0.200668  	0.030000	0.125394  	
0.035000	2.39116   	0.035000	2.29141   	0.035000	1.76068   	0.035000	1.76068   	0.035000	1.76085   	0.035000	0.018253  	0.035000	0.018253  	0.035000	0.16635   	0.035000	0.225813  	0.035000	0.142951  	
0.040000	2.56191   	0.040000	2.45461   	0.040000	1.91456   	0.040000	1.91456   	0.040000	1.91474   	0.040000	0.0192455 	0.040000	0.0192455 	0.040000	0.18224   	0.040000	0.245111  	0.040000	0.156831  	
0.045000	2.71952   	0.045000	2.60526   	0.045000	2.0591    	0.045000	2.0591    	0.045000	2.05928   	0.045000	0.0201368 	0.045000	0.0201368 	0.045000	0.195551  	0.045000	0.261051  	0.045000	0.168482  	
0.050000	2.86699   	0.050000	2.74621   	0.050000	2.19612   	0.050000	2.19612   	0.050000	2.1963    	0.050000	0.020948  	0.050000	0.0208989 	0.050000	0.20674   	0.050000	0.274409  	0.050000	0.178297  	
0.055000	3.00653   	0.055000	2.87957   	0.055000	2.32704   	0.055000	2.32704   	0.055000	2.32721   	0.055000	0.0216958 	0.055000	0.0215649 	0.055000	0.216568  	0.055000	0.286114  	0.055000	0.186934  	
0.060000	3.1398    	0.060000	3.00696   	0.060000	2.45294   	0.060000	2.45294   	0.060000	2.45312   	0.060000	0.0223933 	0.060000	0.0221779 	0.060000	0.225343  	0.060000	0.29656   	0.060000	0.19466   	
0.070000	3.39244   	0.070000	3.24842   	0.070000	2.6931    	0.070000	2.6931    	0.070000	2.69328   	0.070000	0.0236766 	0.070000	0.0232899 	0.070000	0.240516  	0.070000	0.314647  	0.070000	0.208054  	
0.080000	3.63224   	0.080000	3.47763   	0.080000	2.92184   	0.080000	2.92184   	0.080000	2.92202   	0.080000	0.0248575 	0.080000	0.0243001 	0.080000	0.25351   	0.080000	0.330145  	0.080000	0.219563  	
0.090000	3.8639    	0.090000	3.69904   	0.090000	3.14276   	0.090000	3.14276   	0.090000	3.14294   	0.090000	0.0259748 	0.090000	0.025248  	0.090000	0.264889  	0.090000	0.343745  	0.090000	0.229679  	
0.100000	4.09048   	0.100000	3.91561   	0.100000	3.35838   	0.100000	3.35838   	0.100000	3.35856   	0.100000	0.0270547 	0.100000	0.0261591 	0.100000	0.275314  	0.100000	0.35614   	0.100000	0.238969  	
0.120000	4.53335   	0.120000	4.3389    	0.120000	3.78053   	0.120000	3.78053   	0.120000	3.78071   	0.120000	0.0291691 	0.120000	0.0279342 	0.120000	0.293609  	0.120000	0.377952  	0.120000	0.255355  	
0.140000	4.96875   	0.140000	4.75506   	0.140000	4.19787   	0.140000	4.19787   	0.140000	4.19805   	0.140000	0.0312912 	0.140000	0.0297091 	0.140000	0.310078  	0.140000	0.39747   	0.140000	0.270179  	
0.160000	5.40135   	0.160000	5.16854   	0.160000	4.61575   	0.160000	4.61575   	0.160000	4.61593   	0.160000	0.0334672 	0.160000	0.0315255 	0.160000	0.32536   	0.160000	0.415415  	0.160000	0.283997  	
0.180000	5.83434   	0.180000	5.58238   	0.180000	5.03716   	0.180000	5.03716   	0.180000	5.03734   	0.180000	0.0357199 	0.180000	0.0334036 	0.180000	0.339692  	0.180000	0.432192  	0.180000	0.297015  	
0.200000	6.2687    	0.200000	5.99755   	0.200000	5.4638    	0.200000	5.4638    	0.200000	5.46399   	0.200000	0.0380584 	0.200000	0.0353516 	0.200000	0.353548  	0.200000	0.448263  	0.200000	0.30964   	
0.250000	7.36486   	0.250000	7.04525   	0.250000	6.55819   	0.250000	6.55819   	0.250000	6.55837   	0.250000	0.0442805 	0.250000	0.0405259 	0.250000	0.386526  	0.250000	0.486047  	0.250000	0.339854  	
0.300000	8.46454   	0.300000	8.09632   	0.300000	7.69223   	0.300000	7.69223   	0.300000	7.69241   	0.300000	0.0509381 	0.300000	0.046044  	0.300000	0.418168  	0.300000	0.521598  	0.300000	0.369019  	
0.350000	9.57207   	0.350000	9.1549    	0.350000	8.85893   	0.350000	8.85893   	0.350000	8.85911   	0.350000	0.0578432 	0.350000	0.0517402 	0.350000	0.448689  	0.350000	0.555396  	0.350000	0.397287  	
0.400000	10.6957   	0.400000	10.2288   	0.400000	10.0596   	0.400000	10.0596   	0.400000	10.0598   	0.400000	0.0649889 	0.400000	0.0576005 	0.400000	0.478593  	0.400000	0.587958  	0.400000	0.425096  	
0.450000	11.8434   	0.450000	11.3258   	0.450000	11.2963   	0.450000	11.2963   	0.450000	11.2965   	0.450000	0.0723959 	0.450000	0.0636355 	0.450000	0.508306  	0.450000	0.619847  	0.450000	0.452811  	
0.500000	13.0198   	0.500000	12.4502   	0.500000	12.5697   	0.500000	12.5697   	0.500000	12.5698   	0.500000	0.0800617 	0.500000	0.0698383 	0.500000	0.537757  	0.500000	0.651049  	0.500000	0.480374  	
0.600000	15.4597   	0.600000	14.7823   	0.600000	15.2242   	0.600000	15.2242   	0.600000	15.2243   	0.600000	0.096116  	0.600000	0.0826894 	0.600000	0.596752  	0.600000	0.712426  	0.600000	0.535772  	
