! 10He range in C5F20H190
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	982.167   	0.001000	982.167   	0.001000	757.111   	0.001000	757.111   	0.001000	757.277   	0.001000	0         	0.001000	0         	0.001000	15.7055   	0.001000	34.3891   	0.001000	17.4501   	
0.002000	1964.33   	0.002000	1964.33   	0.002000	1514.22   	0.002000	1514.22   	0.002000	1514.55   	0.002000	41.29     	0.002000	41.29     	0.002000	45.9978   	0.002000	97.3523   	0.002000	53.2963   	
0.005000	4192.95   	0.005000	4192.95   	0.005000	3215.34   	0.005000	3215.34   	0.005000	3215.81   	0.005000	47.2429   	0.005000	47.2429   	0.005000	145.466   	0.005000	299.957   	0.005000	173.618   	
0.008000	5842.77   	0.008000	5842.77   	0.008000	4505      	0.008000	4505      	0.008000	4505.51   	0.008000	47.3876   	0.008000	47.3876   	0.008000	240.823   	0.008000	488.779   	0.008000	295.173   	
0.010000	6776.22   	0.010000	6776.22   	0.010000	5248.99   	0.010000	5248.99   	0.010000	5249.51   	0.010000	47.847    	0.010000	47.847    	0.010000	293.613   	0.010000	586.306   	0.010000	368.313   	
0.015000	8692.09   	0.015000	8692.09   	0.015000	6873.6    	0.015000	6873.6    	0.015000	6874.15   	0.015000	50.0253   	0.015000	50.0253   	0.015000	407.016   	0.015000	779.709   	0.015000	485.334   	
0.020000	10214.1   	0.020000	10214.1   	0.020000	8286.02   	0.020000	8286.02   	0.020000	8286.57   	0.020000	52.8698   	0.020000	52.8698   	0.020000	500.383   	0.020000	926.43    	0.020000	561.502   	
0.025000	11507.1   	0.025000	11507.1   	0.025000	9560.93   	0.025000	9560.93   	0.025000	9561.49   	0.025000	55.8601   	0.025000	55.8601   	0.025000	567.786   	0.025000	1031.51   	0.025000	618.437   	
0.030000	12652.3   	0.030000	12652.3   	0.030000	10729.5   	0.030000	10729.5   	0.030000	10730.1   	0.030000	58.7402   	0.030000	58.7402   	0.030000	619.631   	0.030000	1112.37   	0.030000	663.284   	
0.035000	13694.8   	0.035000	13694.8   	0.035000	11812.2   	0.035000	11812.2   	0.035000	11812.8   	0.035000	61.4189   	0.035000	61.4189   	0.035000	661.604   	0.035000	1177.81   	0.035000	700.516   	
0.040000	14662     	0.040000	14662     	0.040000	12828.4   	0.040000	12828.4   	0.040000	12828.9   	0.040000	63.9088   	0.040000	63.9088   	0.040000	696.999   	0.040000	1232.88   	0.040000	732.502   	
0.045000	15571.1   	0.045000	15571.1   	0.045000	13791.3   	0.045000	13791.3   	0.045000	13791.9   	0.045000	66.2316   	0.045000	66.2316   	0.045000	727.521   	0.045000	1280.24   	0.045000	760.044   	
0.050000	16433.8   	0.050000	16433.8   	0.050000	14710.8   	0.050000	14710.8   	0.050000	14711.4   	0.050000	68.4097   	0.050000	68.7051   	0.050000	754.634   	0.050000	1322.05   	0.050000	784.978   	
0.055000	17258.4   	0.055000	17258.4   	0.055000	15594.1   	0.055000	15594.1   	0.055000	15594.7   	0.055000	70.4637   	0.055000	71.1694   	0.055000	778.671   	0.055000	1359      	0.055000	807.67    	
0.060000	18051.1   	0.060000	18051.1   	0.060000	16446.9   	0.060000	16446.9   	0.060000	16447.5   	0.060000	72.4115   	0.060000	73.4774   	0.060000	800.635   	0.060000	1392.51   	0.060000	828.303   	
0.070000	19559.6   	0.070000	19559.6   	0.070000	18078.6   	0.070000	18078.6   	0.070000	18079.1   	0.070000	76.0486   	0.070000	77.7378   	0.070000	839.723   	0.070000	1451.43   	0.070000	865.645   	
0.080000	20988.8   	0.080000	20988.8   	0.080000	19633.4   	0.080000	19633.4   	0.080000	19634     	0.080000	79.4204   	0.080000	81.6579   	0.080000	874.168   	0.080000	1502.35   	0.080000	898.765   	
0.090000	22359.1   	0.090000	22359.1   	0.090000	21131.1   	0.090000	21131.1   	0.090000	21131.6   	0.090000	82.6007   	0.090000	85.349    	0.090000	904.799   	0.090000	1546.82   	0.090000	929.455   	
0.100000	23686.2   	0.100000	23686.2   	0.100000	22585.9   	0.100000	22585.9   	0.100000	22586.5   	0.100000	85.6452   	0.100000	88.8889   	0.100000	933.122   	0.100000	1587.19   	0.100000	957.743   	
0.120000	26254.5   	0.120000	26254.5   	0.120000	25409     	0.120000	25409     	0.120000	25409.6   	0.120000	91.4889   	0.120000	95.7283   	0.120000	984.334   	0.120000	1658.27   	0.120000	1010.41   	
0.140000	28761.5   	0.140000	28761.5   	0.140000	28166.4   	0.140000	28166.4   	0.140000	28166.9   	0.140000	97.1985   	0.140000	102.467   	0.140000	1030.75   	0.140000	1720.97   	0.140000	1059.24   	
0.160000	31251.4   	0.160000	31251.4   	0.160000	30900     	0.160000	30900     	0.160000	30900.5   	0.160000	102.938   	0.160000	109.038   	0.160000	1073.9    	0.160000	1778.66   	0.160000	1105.76   	
0.180000	33754.5   	0.180000	33754.5   	0.180000	33639     	0.180000	33639     	0.180000	33639.5   	0.180000	108.822   	0.180000	115.537   	0.180000	1115.26   	0.180000	1833.55   	0.180000	1150.97   	
0.200000	36292.6   	0.200000	36292.6   	0.200000	36404.4   	0.200000	36404.4   	0.200000	36405     	0.200000	114.937   	0.200000	122.09    	0.200000	1154.99   	0.200000	1886.22   	0.200000	1194.75   	
0.250000	42885.5   	0.250000	42885.5   	0.250000	43527.7   	0.250000	43527.7   	0.250000	43528.3   	0.250000	131.633   	0.250000	139.229   	0.250000	1252.13   	0.250000	2013.98   	0.250000	1303.75   	
0.300000	49943.9   	0.300000	49943.9   	0.300000	51066.3   	0.300000	51066.3   	0.300000	51066.8   	0.300000	150.858   	0.300000	158.063   	0.300000	1349.73   	0.300000	2141.18   	0.300000	1415.46   	
0.350000	57548.7   	0.350000	57548.7   	0.350000	59108.6   	0.350000	59108.6   	0.350000	59109.2   	0.350000	173.016   	0.350000	179.042   	0.350000	1430.91   	0.350000	2269.93   	0.350000	1528.93   	
0.400000	65741.5   	0.400000	65741.5   	0.400000	67705.6   	0.400000	67705.6   	0.400000	67706.2   	0.400000	198.323   	0.400000	202.378   	0.400000	1512.12   	0.400000	2402.46   	0.400000	1647.28   	
0.450000	74542.9   	0.450000	74542.9   	0.450000	76886.5   	0.450000	76886.5   	0.450000	76887.1   	0.450000	226.872   	0.450000	228.144   	0.450000	1596.66   	0.450000	2539.12   	0.450000	1702.4    	
0.500000	83961     	0.500000	83961     	0.500000	86667.3   	0.500000	86667.3   	0.500000	86667.9   	0.500000	258.676   	0.500000	256.337   	0.500000	1685.33   	0.500000	2680.66   	0.500000	1761.59   	
0.600000	104648    	0.600000	104648    	0.600000	108053    	0.600000	108053    	0.600000	108053    	0.600000	331.877   	0.600000	320.146   	0.600000	1874.02   	0.600000	2929.29   	0.600000	1894.98   	
0.700000	127769    	0.700000	127769    	0.700000	131867    	0.700000	131867    	0.700000	131867    	0.700000	417.384   	0.700000	394.931   	0.700000	2077.83   	0.700000	3189      	0.700000	2047.5    	
0.800000	153268    	0.800000	153268    	0.800000	158074    	0.800000	158074    	0.800000	158074    	0.800000	514.549   	0.800000	479.438   	0.800000	2292.53   	0.800000	3463.2    	0.800000	2220      	
0.900000	181080    	0.900000	181080    	0.900000	186623    	0.900000	186623    	0.900000	186623    	0.900000	622.772   	0.900000	572.434   	0.900000	2478.54   	0.900000	3706.12   	0.900000	2410.13   	
1.000000	211148    	1.000000	211148    	1.000000	217462    	1.000000	217462    	1.000000	217462    	1.000000	741.544   	1.000000	673.024   	1.000000	2681.19   	1.000000	3971.07   	1.000000	2618.29   	
1.250000	295846    	1.250000	295846    	1.250000	304260    	1.250000	304260    	1.250000	304261    	1.250000	1082.17   	1.250000	953.88    	1.250000	3258.51   	1.250000	4723.99   	1.250000	3210.85   	
1.500000	393651    	1.500000	393651    	1.500000	404425    	1.500000	404425    	1.500000	404425    	1.500000	1482.18   	1.500000	1272.34   	1.500000	3930.76   	1.500000	5594.86   	1.500000	3901.05   	
1.750000	504093    	1.750000	504093    	1.750000	517494    	1.750000	517494    	1.750000	517494    	1.750000	1939.35   	1.750000	1625.26   	1.750000	4692.61   	1.750000	6573.9    	1.750000	4684.02   	
2.000000	626830    	2.000000	626830    	2.000000	643136    	2.000000	643136    	2.000000	643136    	2.000000	2452.58   	2.000000	2010.86   	2.000000	5540.63   	2.000000	7654.8    	2.000000	5556.6    	
