! 1H range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	0.0389563 	0.001000	0.0389563 	0.001000	0.0302678 	0.001000	0.0302678 	0.001000	0.0302782 	0.001000	0         	0.001000	0         	0.001000	0.000322496	0.001000	0.000528192	0.001000	0.000229994	
0.002000	0.0787459 	0.002000	0.0779126 	0.002000	0.0605356 	0.002000	0.0605356 	0.002000	0.0605564 	0.002000	0.00710606	0.002000	0.00710606	0.002000	0.000944373	0.002000	0.00149414	0.002000	0.000704152	
0.005000	0.169176  	0.005000	0.166449  	0.005000	0.127838  	0.005000	0.127838  	0.005000	0.127868  	0.005000	0.00807782	0.005000	0.00807782	0.005000	0.00295838	0.005000	0.00455702	0.005000	0.00227427	
0.008000	0.239681  	0.008000	0.235478  	0.008000	0.179741  	0.008000	0.179741  	0.008000	0.179773  	0.008000	0.00810329	0.008000	0.00810329	0.008000	0.00499397	0.008000	0.00758848	0.008000	0.00389456	
0.010000	0.280673  	0.010000	0.275611  	0.010000	0.20981   	0.010000	0.20981   	0.010000	0.209844  	0.010000	0.0081846 	0.010000	0.0081846 	0.010000	0.00633557	0.010000	0.00956649	0.010000	0.00497247	
0.015000	0.366555  	0.015000	0.359695  	0.015000	0.275307  	0.015000	0.275307  	0.015000	0.275341  	0.015000	0.00856654	0.015000	0.00856654	0.015000	0.00962244	0.015000	0.014369  	0.015000	0.00763474	
0.020000	0.435994  	0.020000	0.427679  	0.020000	0.331783  	0.020000	0.331783  	0.020000	0.331818  	0.020000	0.00905317	0.020000	0.00905317	0.020000	0.0128257 	0.020000	0.0190042 	0.020000	0.0102511 	
0.025000	0.49554   	0.025000	0.485978  	0.025000	0.382317  	0.025000	0.382317  	0.025000	0.382352  	0.025000	0.00955201	0.025000	0.00955201	0.025000	0.0159582 	0.025000	0.0235046 	0.025000	0.0128252 	
0.030000	0.548582  	0.030000	0.53791   	0.030000	0.428875  	0.030000	0.428875  	0.030000	0.428911  	0.030000	0.0100407 	0.030000	0.0100407 	0.030000	0.0190556 	0.030000	0.027927  	0.030000	0.0153833 	
0.035000	0.597121  	0.035000	0.585432  	0.035000	0.47281   	0.035000	0.47281   	0.035000	0.472846  	0.035000	0.0105204 	0.035000	0.0105204 	0.035000	0.0221584 	0.035000	0.0323312 	0.035000	0.0179579 	
