! 3He range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	0.0854502 	0.001000	0.0854502 	0.001000	0.0689849 	0.001000	0.0689849 	0.001000	0.0690396 	0.001000	0         	0.001000	0         	0.001000	0.00115241	0.001000	0.00181889	0.001000	0.00086952	
0.002000	0.17414   	0.002000	0.1709    	0.002000	0.13797   	0.002000	0.13797   	0.002000	0.138079  	0.002000	0.0166488 	0.002000	0.0166488 	0.002000	0.00337491	0.002000	0.00514612	0.002000	0.00264422	
0.005000	0.348664  	0.005000	0.339049  	0.005000	0.268101  	0.005000	0.268101  	0.005000	0.268249  	0.005000	0.018247  	0.005000	0.018247  	0.005000	0.00922144	0.005000	0.013818  	0.005000	0.00735161	
0.008000	0.468785  	0.008000	0.454781  	0.008000	0.355788  	0.008000	0.355788  	0.008000	0.355946  	0.008000	0.0182698 	0.008000	0.0182698 	0.008000	0.0142038 	0.008000	0.0210932 	0.008000	0.0114201 	
0.010000	0.534733  	0.010000	0.51832   	0.010000	0.403626  	0.010000	0.403626  	0.010000	0.403788  	0.010000	0.0183344 	0.010000	0.0183344 	0.010000	0.0172273 	0.010000	0.0254758 	0.010000	0.0139047 	
0.015000	0.666693  	0.015000	0.645459  	0.015000	0.502899  	0.015000	0.502899  	0.015000	0.503064  	0.015000	0.0186012 	0.015000	0.0186012 	0.015000	0.0241249 	0.015000	0.0354059 	0.015000	0.0196053 	
0.020000	0.768754  	0.020000	0.743792  	0.020000	0.584676  	0.020000	0.584676  	0.020000	0.584843  	0.020000	0.0189104 	0.020000	0.0189104 	0.020000	0.0304048 	0.020000	0.044377  	0.020000	0.0248285 	
0.025000	0.853686  	0.025000	0.825622  	0.025000	0.655647  	0.025000	0.655647  	0.025000	0.655816  	0.025000	0.0192113 	0.025000	0.0192113 	0.025000	0.0362676 	0.025000	0.0527014 	0.025000	0.0297282 	
0.030000	0.927591  	0.030000	0.896827  	0.030000	0.719505  	0.030000	0.719505  	0.030000	0.719675  	0.030000	0.0194962 	0.030000	0.0194962 	0.030000	0.041858  	0.030000	0.0605976 	0.030000	0.0344194 	
0.035000	0.993885  	0.035000	0.960699  	0.035000	0.778566  	0.035000	0.778566  	0.035000	0.778736  	0.035000	0.0197686 	0.035000	0.0197686 	0.035000	0.0472902 	0.035000	0.0682311 	0.035000	0.0389955 	
0.040000	1.05468   	0.040000	1.01927   	0.040000	0.834019  	0.040000	0.834019  	0.040000	0.83419   	0.040000	0.0200295 	0.040000	0.0200295 	0.040000	0.0526129 	0.040000	0.0756769 	0.040000	0.0434946 	
0.045000	1.11139   	0.045000	1.07391   	0.045000	0.886684  	0.045000	0.886684  	0.045000	0.886854  	0.045000	0.0202806 	0.045000	0.0202806 	0.045000	0.0578625 	0.045000	0.0829905 	0.045000	0.0479453 	
0.050000	1.16499   	0.050000	1.12555   	0.050000	0.937147  	0.050000	0.937147  	0.050000	0.937319  	0.050000	0.0205238 	0.050000	0.0205698 	0.050000	0.0630684 	0.050000	0.0902145 	0.050000	0.0523716 	
0.055000	1.2162    	0.055000	1.1749    	0.055000	0.985852  	0.055000	0.985852  	0.055000	0.986023  	0.055000	0.020761  	0.055000	0.0208703 	0.055000	0.0682517 	0.055000	0.0973818 	0.055000	0.0567896 	
0.060000	1.26557   	0.060000	1.22246   	0.060000	1.03314   	0.060000	1.03314   	0.060000	1.03331   	0.060000	0.0209936 	0.060000	0.0211572 	0.060000	0.0734321 	0.060000	0.10452   	0.060000	0.0612159 	
0.070000	1.36031   	0.070000	1.31374   	0.070000	1.12447   	0.070000	1.12447   	0.070000	1.12464   	0.070000	0.0214504 	0.070000	0.0217027 	0.070000	0.0838439 	0.070000	0.118797  	0.070000	0.0701419 	
0.080000	1.45155   	0.080000	1.40165   	0.080000	1.21275   	0.080000	1.21275   	0.080000	1.21292   	0.080000	0.0219034 	0.080000	0.022225  	0.080000	0.0936258 	0.080000	0.132126  	0.080000	0.0785634 	
0.090000	1.54077   	0.090000	1.48761   	0.090000	1.29905   	0.090000	1.29905   	0.090000	1.29922   	0.090000	0.0223596 	0.090000	0.0227364 	0.090000	0.10173   	0.090000	0.143093  	0.090000	0.085572  	
0.100000	1.62894   	0.100000	1.57256   	0.100000	1.38416   	0.100000	1.38416   	0.100000	1.38434   	0.100000	0.0228243 	0.100000	0.0232457 	0.100000	0.108932  	0.100000	0.152779  	0.100000	0.0918228 	
0.120000	1.80457   	0.120000	1.74177   	0.120000	1.55292   	0.120000	1.55292   	0.120000	1.55309   	0.120000	0.0237958 	0.120000	0.0242804 	0.120000	0.121469  	0.120000	0.169495  	0.120000	0.102763  	
0.140000	1.98154   	0.140000	1.91227   	0.140000	1.72205   	0.140000	1.72205   	0.140000	1.72222   	0.140000	0.0248427 	0.140000	0.0253619 	0.140000	0.13245   	0.140000	0.183905  	0.140000	0.112405  	
0.160000	2.16133   	0.160000	2.0855    	0.160000	1.89329   	0.160000	1.89329   	0.160000	1.89346   	0.160000	0.0259805 	0.160000	0.0265086 	0.160000	0.142427  	0.160000	0.196411  	0.160000	0.121214  	
0.180000	2.34467   	0.180000	2.26214   	0.180000	2.06768   	0.180000	2.06768   	0.180000	2.06785   	0.180000	0.0272186 	0.180000	0.0277306 	0.180000	0.151881  	0.180000	0.208167  	0.180000	0.129595  	
0.200000	2.53191   	0.200000	2.44254   	0.200000	2.24585   	0.200000	2.24585   	0.200000	2.24602   	0.200000	0.0285618 	0.200000	0.0290328 	0.200000	0.160864  	0.200000	0.219277  	0.200000	0.137587  	
0.250000	3.01817   	0.250000	2.91104   	0.250000	2.70988   	0.250000	2.70988   	0.250000	2.71006   	0.250000	0.0323865 	0.250000	0.0326453 	0.250000	0.182385  	0.250000	0.245647  	0.250000	0.156839  	
0.300000	3.53146   	0.300000	3.40557   	0.300000	3.20228   	0.300000	3.20228   	0.300000	3.20246   	0.300000	0.03686   	0.300000	0.0367493 	0.300000	0.203248  	0.300000	0.270869  	0.300000	0.175635  	
0.350000	4.07271   	0.350000	3.92705   	0.350000	3.72387   	0.350000	3.72387   	0.350000	3.72404   	0.350000	0.041943  	0.350000	0.041307  	0.350000	0.223838  	0.350000	0.295587  	0.350000	0.194271  	
0.400000	4.6427    	0.400000	4.47622   	0.400000	4.27485   	0.400000	4.27485   	0.400000	4.27503   	0.400000	0.047596  	0.400000	0.0462812 	0.400000	0.244506  	0.400000	0.320197  	0.400000	0.213055  	
0.450000	5.24203   	0.450000	5.05365   	0.450000	4.85528   	0.450000	4.85528   	0.450000	4.85546   	0.450000	0.0537861 	0.450000	0.051641  	0.450000	0.265351  	0.450000	0.344856  	0.450000	0.232069  	
0.500000	5.87111   	0.500000	5.65975   	0.500000	5.4651    	0.500000	5.4651    	0.500000	5.46527   	0.500000	0.0604874 	0.500000	0.0573618 	0.500000	0.28657   	0.500000	0.36979   	0.500000	0.251478  	
0.600000	7.21944   	0.600000	6.95883   	0.600000	6.7724    	0.600000	6.7724    	0.600000	6.77257   	0.600000	0.0753445 	0.600000	0.069808  	0.600000	0.330045  	0.600000	0.420512  	0.600000	0.291404  	
0.700000	8.68821   	0.700000	8.37395   	0.700000	8.19533   	0.700000	8.19533   	0.700000	8.1955    	0.700000	0.0920391 	0.700000	0.0834904 	0.700000	0.37536   	0.700000	0.472921  	0.700000	0.333182  	
0.800000	10.2765   	0.800000	9.90422   	0.800000	9.73195   	0.800000	9.73195   	0.800000	9.73212   	0.800000	0.110474  	0.800000	0.0983083 	0.800000	0.422728  	0.800000	0.527233  	0.800000	0.377     	
