! 4He range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	0.113412  	0.001000	0.113412  	0.001000	0.0915587 	0.001000	0.0915587 	0.001000	0.0916314 	0.001000	0         	0.001000	0         	0.001000	0.00178728	0.001000	0.0027814 	0.001000	0.00137032	
0.002000	0.231124  	0.002000	0.226824  	0.002000	0.183117  	0.002000	0.183117  	0.002000	0.183263  	0.002000	0.0191804 	0.002000	0.0191804 	0.002000	0.00523441	0.002000	0.00787006	0.002000	0.00415865	
0.005000	0.462758  	0.005000	0.449996  	0.005000	0.355831  	0.005000	0.355831  	0.005000	0.356028  	0.005000	0.0210215 	0.005000	0.0210215 	0.005000	0.0143036 	0.005000	0.021136  	0.005000	0.0115519 	
0.008000	0.622185  	0.008000	0.603599  	0.008000	0.472212  	0.008000	0.472212  	0.008000	0.472422  	0.008000	0.0210478 	0.008000	0.0210478 	0.008000	0.0220333 	0.008000	0.0322682 	0.008000	0.0179374 	
0.010000	0.709713  	0.010000	0.68793   	0.010000	0.535705  	0.010000	0.535705  	0.010000	0.535919  	0.010000	0.0211222 	0.010000	0.0211222 	0.010000	0.0267244 	0.010000	0.0389752 	0.010000	0.0218358 	
0.015000	0.884854  	0.015000	0.856672  	0.015000	0.667462  	0.015000	0.667462  	0.015000	0.667682  	0.015000	0.0214296 	0.015000	0.0214296 	0.015000	0.0374273 	0.015000	0.0541748 	0.015000	0.030778  	
0.020000	1.02031   	0.020000	0.987182  	0.020000	0.775999  	0.020000	0.775999  	0.020000	0.776221  	0.020000	0.0217858 	0.020000	0.0217858 	0.020000	0.0471731 	0.020000	0.0679094 	0.020000	0.0389689 	
0.025000	1.13304   	0.025000	1.09579   	0.025000	0.870194  	0.025000	0.870194  	0.025000	0.870418  	0.025000	0.0221325 	0.025000	0.0221325 	0.025000	0.0562723 	0.025000	0.0806561 	0.025000	0.0466512 	
0.030000	1.23113   	0.030000	1.19029   	0.030000	0.954948  	0.030000	0.954948  	0.030000	0.955173  	0.030000	0.0224607 	0.030000	0.0224607 	0.030000	0.0649497 	0.030000	0.0927493 	0.030000	0.0540054 	
0.035000	1.31911   	0.035000	1.27507   	0.035000	1.03334   	0.035000	1.03334   	0.035000	1.03356   	0.035000	0.0227745 	0.035000	0.0227745 	0.035000	0.0733821 	0.035000	0.104442  	0.035000	0.0611779 	
