! 11Li range in H190C5F20
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	709.524   	0.001000	709.524   	0.001000	534.787   	0.001000	534.787   	0.001000	534.874   	0.001000	0         	0.001000	0         	0.001000	9.10416   	0.001000	20.4083   	0.001000	9.94459   	
0.002000	1419.05   	0.002000	1419.05   	0.002000	1069.57   	0.002000	1069.57   	0.002000	1069.75   	0.002000	33.1346   	0.002000	33.1346   	0.002000	26.6622   	0.002000	57.7589   	0.002000	30.4625   	
0.005000	3261.02   	0.005000	3261.02   	0.005000	2401.09   	0.005000	2401.09   	0.005000	2401.35   	0.005000	39.1263   	0.005000	39.1263   	0.005000	92.4083   	0.005000	193.76    	0.005000	109.707   	
0.008000	4746.45   	0.008000	4746.45   	0.008000	3469.61   	0.008000	3469.61   	0.008000	3469.9    	0.008000	39.3143   	0.008000	39.3143   	0.008000	162.677   	0.008000	336.372   	0.008000	196.127   	
0.010000	5606.01   	0.010000	5606.01   	0.010000	4092.29   	0.010000	4092.29   	0.010000	4092.6    	0.010000	39.9181   	0.010000	39.9181   	0.010000	208.655   	0.010000	428.219   	0.010000	254.457   	
0.015000	7451.55   	0.015000	7451.55   	0.015000	5457.63   	0.015000	5457.63   	0.015000	5457.94   	0.015000	42.7796   	0.015000	42.7796   	0.015000	303.983   	0.015000	605.251   	0.015000	382.753   	
0.020000	8988.77   	0.020000	8988.77   	0.020000	6663.12   	0.020000	6663.12   	0.020000	6663.43   	0.020000	46.5788   	0.020000	46.5788   	0.020000	387.103   	0.020000	747.143   	0.020000	466.413   	
0.025000	10299.5   	0.025000	10299.5   	0.025000	7752.77   	0.025000	7752.77   	0.025000	7753.09   	0.025000	50.4778   	0.025000	50.4778   	0.025000	461.43    	0.025000	866.022   	0.025000	527.975   	
0.030000	11445.5   	0.030000	11445.5   	0.030000	8745.19   	0.030000	8745.19   	0.030000	8745.51   	0.030000	54.0823   	0.030000	54.0823   	0.030000	519.171   	0.030000	957.107   	0.030000	575.74    	
0.035000	12475.2   	0.035000	12475.2   	0.035000	9656      	0.035000	9656      	0.035000	9656.32   	0.035000	57.29     	0.035000	57.29     	0.035000	564.441   	0.035000	1028.48   	0.035000	614.569   	
0.040000	13418.2   	0.040000	13418.2   	0.040000	10501.7   	0.040000	10501.7   	0.040000	10502     	0.040000	60.1458   	0.040000	60.1458   	0.040000	601.622   	0.040000	1087.1    	0.040000	647.259   	
0.045000	14293.1   	0.045000	14293.1   	0.045000	11294.4   	0.045000	11294.4   	0.045000	11294.7   	0.045000	62.7049   	0.045000	62.7049   	0.045000	633.124   	0.045000	1136.76   	0.045000	674.862   	
0.050000	15112.5   	0.050000	15112.5   	0.050000	12043.3   	0.050000	12043.3   	0.050000	12043.6   	0.050000	65.018    	0.050000	65.0144   	0.050000	660.335   	0.050000	1179.59   	0.050000	699.365   	
0.055000	15885.7   	0.055000	15885.7   	0.055000	12755.5   	0.055000	12755.5   	0.055000	12755.9   	0.055000	67.1281   	0.055000	67.1114   	0.055000	684.125   	0.055000	1217.04   	0.055000	721.088   	
0.060000	16619.4   	0.060000	16619.4   	0.060000	13436.8   	0.060000	13436.8   	0.060000	13437.1   	0.060000	69.0704   	0.060000	69.0391   	0.060000	705.466   	0.060000	1250.52   	0.060000	740.515   	
0.070000	17990.5   	0.070000	17990.5   	0.070000	14724.1   	0.070000	14724.1   	0.070000	14724.4   	0.070000	72.5607   	0.070000	72.5126   	0.070000	742.477   	0.070000	1308.26   	0.070000	774.76    	
0.080000	19260.6   	0.080000	19260.6   	0.080000	15933     	0.080000	15933     	0.080000	15933.4   	0.080000	75.6603   	0.080000	75.6236   	0.080000	774.144   	0.080000	1357.16   	0.080000	804.191   	
