! 3H range in H190C5F20
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	359.748   	0.001000	359.748   	0.001000	331.73    	0.001000	331.73    	0.001000	331.795   	0.001000	0         	0.001000	0         	0.001000	4.40952   	0.001000	9.96854   	0.001000	4.58122   	
0.002000	719.496   	0.002000	719.496   	0.002000	663.46    	0.002000	663.46    	0.002000	663.59    	0.002000	19.8578   	0.002000	19.8578   	0.002000	12.9129   	0.002000	28.2061   	0.002000	14.0969   	
0.005000	1559.1    	0.005000	1559.1    	0.005000	1484.96   	0.005000	1484.96   	0.005000	1485.16   	0.005000	23.2703   	0.005000	23.2703   	0.005000	44.5279   	0.005000	94.1312   	0.005000	50.6807   	
0.008000	2236.41   	0.008000	2236.41   	0.008000	2180.67   	0.008000	2180.67   	0.008000	2180.89   	0.008000	23.4059   	0.008000	23.4059   	0.008000	80.5468   	0.008000	167.485   	0.008000	93.4629   	
0.010000	2638.84   	0.010000	2638.84   	0.010000	2604.38   	0.010000	2604.38   	0.010000	2604.62   	0.010000	23.8839   	0.010000	23.8839   	0.010000	105.953   	0.010000	218.628   	0.010000	124.009   	
0.015000	3489.85   	0.015000	3489.85   	0.015000	3572.78   	0.015000	3572.78   	0.015000	3573.03   	0.015000	26.4042   	0.015000	26.4042   	0.015000	166.673   	0.015000	336.014   	0.015000	204.595   	
0.020000	4184.01   	0.020000	4184.01   	0.020000	4451.98   	0.020000	4451.98   	0.020000	4452.23   	0.020000	29.8968   	0.020000	29.8968   	0.020000	220.066   	0.020000	431.458   	0.020000	267.786   	
0.025000	4787.54   	0.025000	4787.54   	0.025000	5269.31   	0.025000	5269.31   	0.025000	5269.58   	0.025000	33.646    	0.025000	33.646    	0.025000	270.321   	0.025000	516.774   	0.025000	314.97    	
0.030000	5334.25   	0.030000	5334.25   	0.030000	6035.91   	0.030000	6035.91   	0.030000	6036.18   	0.030000	37.2961   	0.030000	37.2961   	0.030000	317.372   	0.030000	594.051   	0.030000	353.225   	
0.035000	5843.73   	0.035000	5843.73   	0.035000	6760.28   	0.035000	6760.28   	0.035000	6760.55   	0.035000	40.7288   	0.035000	40.7288   	0.035000	356.644   	0.035000	658.447   	0.035000	385.21    	
