! 12Li range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	0.144428  	0.001000	0.144428  	0.001000	0.0931479 	0.001000	0.0931479 	0.001000	0.0931936 	0.001000	0         	0.001000	0         	0.001000	0.00182882	0.001000	0.00285281	0.001000	0.00140798	
0.002000	0.295551  	0.002000	0.288855  	0.002000	0.186296  	0.002000	0.186296  	0.002000	0.186387  	0.002000	0.0094626 	0.002000	0.0094626 	0.002000	0.0053561 	0.002000	0.00807216	0.002000	0.00427247	
0.005000	0.682545  	0.005000	0.658704  	0.005000	0.4305    	0.005000	0.4305    	0.005000	0.430646  	0.005000	0.0113228 	0.005000	0.0113228 	0.005000	0.0194715 	0.005000	0.0282932 	0.005000	0.0160499 	
0.008000	0.996979  	0.008000	0.959207  	0.008000	0.641925  	0.008000	0.641925  	0.008000	0.642094  	0.008000	0.0114043 	0.008000	0.0114043 	0.008000	0.0360622 	0.008000	0.0514994 	0.008000	0.0301445 	
0.010000	1.18      	0.010000	1.13412   	0.010000	0.770993  	0.010000	0.770993  	0.010000	0.771171  	0.010000	0.0116914 	0.010000	0.0116914 	0.010000	0.0478463 	0.010000	0.0677899 	0.010000	0.0402388 	
0.015000	1.57532   	0.015000	1.51193   	0.015000	1.06475   	0.015000	1.06475   	0.015000	1.06494   	0.015000	0.0131649 	0.015000	0.0131649 	0.015000	0.0787402 	0.015000	0.110044  	0.015000	0.0668936 	
0.020000	1.89642   	0.020000	1.8188    	0.020000	1.31834   	0.020000	1.31834   	0.020000	1.31853   	0.020000	0.0149013 	0.020000	0.0149013 	0.020000	0.109366  	0.020000	0.151608  	0.020000	0.0934519 	
0.025000	2.16388   	0.025000	2.07441   	0.025000	1.53901   	0.025000	1.53901   	0.025000	1.53922   	0.025000	0.0164503 	0.025000	0.0164503 	0.025000	0.138676  	0.025000	0.190762  	0.025000	0.118939  	
0.030000	2.39477   	0.030000	2.29506   	0.030000	1.73638   	0.030000	1.73638   	0.030000	1.73659   	0.030000	0.0177891 	0.030000	0.0177891 	0.030000	0.165351  	0.030000	0.224309  	0.030000	0.14219   	
0.035000	2.59997   	0.035000	2.49118   	0.035000	1.91718   	0.035000	1.91718   	0.035000	1.91738   	0.035000	0.0189646 	0.035000	0.0189646 	0.035000	0.185556  	0.035000	0.248684  	0.035000	0.159844  	
0.040000	2.78631   	0.040000	2.66926   	0.040000	2.08509   	0.040000	2.08509   	0.040000	2.0853    	0.040000	0.0200063 	0.040000	0.0200063 	0.040000	0.201674  	0.040000	0.267807  	0.040000	0.17396   	
0.045000	2.95831   	0.045000	2.83364   	0.045000	2.24281   	0.045000	2.24281   	0.045000	2.24302   	0.045000	0.0209413 	0.045000	0.0209413 	0.045000	0.215309  	0.045000	0.283849  	0.045000	0.185925  	
0.050000	3.11925   	0.050000	2.98745   	0.050000	2.39233   	0.050000	2.39233   	0.050000	2.39254   	0.050000	0.0217922 	0.050000	0.0217407 	0.050000	0.226798  	0.050000	0.297405  	0.050000	0.196028  	
0.055000	3.27153   	0.055000	3.13298   	0.055000	2.53519   	0.055000	2.53519   	0.055000	2.5354    	0.055000	0.0225763 	0.055000	0.0224391 	0.055000	0.236964  	0.055000	0.309394  	0.055000	0.204985  	
0.060000	3.41698   	0.060000	3.27199   	0.060000	2.67259   	0.060000	2.67259   	0.060000	2.6728    	0.060000	0.0233076 	0.060000	0.0230818 	0.060000	0.246054  	0.060000	0.320118  	0.060000	0.213008  	
0.070000	3.6927    	0.070000	3.5355    	0.070000	2.93466   	0.070000	2.93466   	0.070000	2.93488   	0.070000	0.0246526 	0.070000	0.0242474 	0.070000	0.261787  	0.070000	0.338752  	0.070000	0.226931  	
0.080000	3.95443   	0.080000	3.78563   	0.080000	3.18429   	0.080000	3.18429   	0.080000	3.1845    	0.080000	0.0258899 	0.080000	0.0253059 	0.080000	0.275267  	0.080000	0.354751  	0.080000	0.238903  	
0.090000	4.20726   	0.090000	4.02726   	0.090000	3.42538   	0.090000	3.42538   	0.090000	3.42559   	0.090000	0.0270604 	0.090000	0.026299  	0.090000	0.287179  	0.090000	0.368893  	0.090000	0.249516  	
0.100000	4.45456   	0.100000	4.2636    	0.100000	3.66068   	0.100000	3.66068   	0.100000	3.6609    	0.100000	0.0281913 	0.100000	0.0272534 	0.100000	0.29799   	0.100000	0.381717  	0.100000	0.259177  	
0.120000	4.93792   	0.120000	4.72555   	0.120000	4.12139   	0.120000	4.12139   	0.120000	4.1216    	0.120000	0.0304051 	0.120000	0.0291123 	0.120000	0.317151  	0.120000	0.404451  	0.120000	0.276378  	
