! 2H range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	0.0778739 	0.001000	0.0778739 	0.001000	0.0605056 	0.001000	0.0605056 	0.001000	0.0605264 	0.001000	0         	0.001000	0         	0.001000	0.000943647	0.001000	0.00149299	0.001000	0.000703569	
0.002000	0.157414  	0.002000	0.155748  	0.002000	0.121011  	0.002000	0.121011  	0.002000	0.121053  	0.002000	0.010047  	0.002000	0.010047  	0.002000	0.00276348	0.002000	0.0042239 	0.002000	0.00214169	
0.005000	0.338183  	0.005000	0.332732  	0.005000	0.255549  	0.005000	0.255549  	0.005000	0.255609  	0.005000	0.0114209 	0.005000	0.0114209 	0.005000	0.00865823	0.005000	0.0128863 	0.005000	0.00689076	
0.008000	0.479125  	0.008000	0.470722  	0.008000	0.359303  	0.008000	0.359303  	0.008000	0.359368  	0.008000	0.0114569 	0.008000	0.0114569 	0.008000	0.0146174 	0.008000	0.0214633 	0.008000	0.0117791 	
0.010000	0.561067  	0.010000	0.550948  	0.010000	0.419412  	0.010000	0.419412  	0.010000	0.419479  	0.010000	0.0115719 	0.010000	0.0115719 	0.010000	0.0185456 	0.010000	0.0270614 	0.010000	0.0150275 	
0.015000	0.732747  	0.015000	0.719033  	0.015000	0.550341  	0.015000	0.550341  	0.015000	0.550408  	0.015000	0.0121119 	0.015000	0.0121119 	0.015000	0.0281713 	0.015000	0.0406579 	0.015000	0.0230432 	
0.020000	0.871554  	0.020000	0.854933  	0.020000	0.663237  	0.020000	0.663237  	0.020000	0.663306  	0.020000	0.0127999 	0.020000	0.0127999 	0.020000	0.0375544 	0.020000	0.0537868 	0.020000	0.0309134 	
0.025000	0.990588  	0.025000	0.971474  	0.025000	0.764254  	0.025000	0.764254  	0.025000	0.764324  	0.025000	0.0135052 	0.025000	0.0135052 	0.025000	0.0467323 	0.025000	0.0665385 	0.025000	0.0386514 	
0.030000	1.09662   	0.030000	1.07529   	0.030000	0.857325  	0.030000	0.857325  	0.030000	0.857395  	0.030000	0.0141962 	0.030000	0.0141962 	0.030000	0.0558091 	0.030000	0.0790736 	0.030000	0.0463375 	
0.035000	1.19365   	0.035000	1.17028   	0.035000	0.94515   	0.035000	0.94515   	0.035000	0.945222  	0.035000	0.0148745 	0.035000	0.0148745 	0.035000	0.0649034 	0.035000	0.091561  	0.035000	0.0540694 	
