! 8Li range in C5F20H190
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	526.31    	0.001000	526.31    	0.001000	394.669   	0.001000	394.669   	0.001000	394.721   	0.001000	0         	0.001000	0         	0.001000	5.68439   	0.001000	12.9358   	0.001000	6.07532   	
0.002000	1052.62   	0.002000	1052.62   	0.002000	789.338   	0.002000	789.338   	0.002000	789.441   	0.002000	28.9485   	0.002000	28.9485   	0.002000	16.6465   	0.002000	36.6047   	0.002000	18.6625   	
0.005000	2403.06   	0.005000	2403.06   	0.005000	1763.05   	0.005000	1763.05   	0.005000	1763.21   	0.005000	34.0708   	0.005000	34.0708   	0.005000	57.2111   	0.005000	121.797   	0.005000	66.7603   	
0.008000	3486.34   	0.008000	3486.34   	0.008000	2541.42   	0.008000	2541.42   	0.008000	2541.6    	0.008000	34.2288   	0.008000	34.2288   	0.008000	100.331   	0.008000	210.606   	0.008000	118.99    	
0.010000	4112.23   	0.010000	4112.23   	0.010000	2994.53   	0.010000	2994.53   	0.010000	2994.71   	0.010000	34.7352   	0.010000	34.7352   	0.010000	129.104   	0.010000	269.322   	0.010000	154.19    	
0.015000	5454.79   	0.015000	5454.79   	0.015000	3987.38   	0.015000	3987.38   	0.015000	3987.56   	0.015000	37.1345   	0.015000	37.1345   	0.015000	197.814   	0.015000	406.665   	0.015000	242.327   	
0.020000	6572.44   	0.020000	6572.44   	0.020000	4863.65   	0.020000	4863.65   	0.020000	4863.84   	0.020000	40.3249   	0.020000	40.3249   	0.020000	255.588   	0.020000	513.705   	0.020000	320.292   	
0.025000	7525.08   	0.025000	7525.08   	0.025000	5655.57   	0.025000	5655.57   	0.025000	5655.76   	0.025000	43.605    	0.025000	43.605    	0.025000	307.143   	0.025000	604.195   	0.025000	375.1     	
0.030000	8357.91   	0.030000	8357.91   	0.030000	6376.72   	0.030000	6376.72   	0.030000	6376.91   	0.030000	46.6418   	0.030000	46.6418   	0.030000	354.203   	0.030000	683.753   	0.030000	416.626   	
0.035000	9106.14   	0.035000	9106.14   	0.035000	7038.51   	0.035000	7038.51   	0.035000	7038.7    	0.035000	49.3476   	0.035000	49.3476   	0.035000	395.807   	0.035000	751.699   	0.035000	449.968   	
0.040000	9791.28   	0.040000	9791.28   	0.040000	7652.96   	0.040000	7652.96   	0.040000	7653.15   	0.040000	51.7588   	0.040000	51.7588   	0.040000	429.436   	0.040000	806.448   	0.040000	477.817   	
0.045000	10426.9   	0.045000	10426.9   	0.045000	8228.87   	0.045000	8228.87   	0.045000	8229.07   	0.045000	53.921    	0.045000	53.921    	0.045000	457.393   	0.045000	851.89    	0.045000	501.131   	
0.050000	11022.3   	0.050000	11022.3   	0.050000	8772.95   	0.050000	8772.95   	0.050000	8773.14   	0.050000	55.8765   	0.050000	55.8734   	0.050000	481.319   	0.050000	890.614   	0.050000	521.73    	
0.055000	11584     	0.055000	11584     	0.055000	9290.38   	0.055000	9290.38   	0.055000	9290.58   	0.055000	57.6612   	0.055000	57.6471   	0.055000	502.021   	0.055000	924.062   	0.055000	539.952   	
0.060000	12117     	0.060000	12117     	0.060000	9785.32   	0.060000	9785.32   	0.060000	9785.51   	0.060000	59.3046   	0.060000	59.2781   	0.060000	520.47    	0.060000	953.777   	0.060000	556.136   	
0.070000	13113     	0.070000	13113     	0.070000	10720.5   	0.070000	10720.5   	0.070000	10720.7   	0.070000	62.2593   	0.070000	62.2186   	0.070000	552.22    	0.070000	1004.67   	0.070000	584.513   	
0.080000	14035.7   	0.080000	14035.7   	0.080000	11598.7   	0.080000	11598.7   	0.080000	11598.9   	0.080000	64.8848   	0.080000	64.8537   	0.080000	579.151   	0.080000	1047.5    	0.080000	608.675   	
0.090000	14902.9   	0.090000	14902.9   	0.090000	12434.4   	0.090000	12434.4   	0.090000	12434.6   	0.090000	67.2781   	0.090000	67.2788   	0.090000	602.217   	0.090000	1083.93   	0.090000	630.105   	
0.100000	15727.7   	0.100000	15727.7   	0.100000	13237.8   	0.100000	13237.8   	0.100000	13238     	0.100000	69.5068   	0.100000	69.5082   	0.100000	623.048   	0.100000	1116.55   	0.100000	649.358   	
0.120000	17277.7   	0.120000	17277.7   	0.120000	14777.4   	0.120000	14777.4   	0.120000	14777.6   	0.120000	73.6504   	0.120000	73.5541   	0.120000	659.238   	0.120000	1172.45   	0.120000	683.778   	
0.140000	18734.8   	0.140000	18734.8   	0.140000	16260.9   	0.140000	16260.9   	0.140000	16261.1   	0.140000	77.5699   	0.140000	77.285    	0.140000	690.814   	0.140000	1220.49   	0.140000	714.261   	
0.160000	20134.4   	0.160000	20134.4   	0.160000	17715.2   	0.160000	17715.2   	0.160000	17715.4   	0.160000	81.414    	0.160000	80.8725   	0.160000	719.284   	0.160000	1263.31   	0.160000	742.324   	
0.180000	21502.6   	0.180000	21502.6   	0.180000	19158.3   	0.180000	19158.3   	0.180000	19158.5   	0.180000	85.2764   	0.180000	84.4196   	0.180000	745.867   	0.180000	1302.87   	0.180000	769.111   	
0.200000	22855     	0.200000	22855     	0.200000	20602.2   	0.200000	20602.2   	0.200000	20602.4   	0.200000	89.2194   	0.200000	87.9924   	0.200000	771.019   	0.200000	1340.02   	0.200000	794.485   	
0.250000	26234.4   	0.250000	26234.4   	0.250000	24265.3   	0.250000	24265.3   	0.250000	24265.4   	0.250000	99.6803   	0.250000	97.2934   	0.250000	830.551   	0.250000	1426.84   	0.250000	856.048   	
0.300000	29638.7   	0.300000	29638.7   	0.300000	28050.9   	0.300000	28050.9   	0.300000	28051.1   	0.300000	111.19    	0.300000	107.317   	0.300000	887.579   	0.300000	1508.83   	0.300000	916.131   	
0.350000	33117.1   	0.350000	33117.1   	0.350000	31973.2   	0.350000	31973.2   	0.350000	31973.4   	0.350000	123.698   	0.350000	118.043   	0.350000	943.073   	0.350000	1588.01   	0.350000	975.58    	
0.400000	36708     	0.400000	36708     	0.400000	36057.5   	0.400000	36057.5   	0.400000	36057.7   	0.400000	137.325   	0.400000	129.582   	0.400000	998.35    	0.400000	1666.29   	0.400000	1035.65   	
0.450000	40440.2   	0.450000	40440.2   	0.450000	40322.2   	0.450000	40322.2   	0.450000	40322.4   	0.450000	152.165   	0.450000	142.008   	0.450000	1053.94   	0.450000	1744.58   	0.450000	1096.23   	
0.500000	44327.1   	0.500000	44327.1   	0.500000	44774.8   	0.500000	44774.8   	0.500000	44775     	0.500000	168.221   	0.500000	155.321   	0.500000	1110.33   	0.500000	1823.6    	0.500000	1158.43   	
0.600000	52563.1   	0.600000	52563.1   	0.600000	54242.3   	0.600000	54242.3   	0.600000	54242.4   	0.600000	203.766   	0.600000	184.57    	0.600000	1221.63   	0.600000	1984.29   	0.600000	1286.5    	
0.700000	61478.5   	0.700000	61478.5   	0.700000	64445     	0.700000	64445     	0.700000	64445.1   	0.700000	243.499   	0.700000	217.696   	0.700000	1322.85   	0.700000	2149.42   	0.700000	1419.64   	
0.800000	71034.7   	0.800000	71034.7   	0.800000	75360.6   	0.800000	75360.6   	0.800000	75360.7   	0.800000	287.023   	0.800000	254.071   	0.800000	1428.62   	0.800000	2316.91   	0.800000	1531.14   	
0.900000	81178.1   	0.900000	81178.1   	0.900000	86968.3   	0.900000	86968.3   	0.900000	86968.4   	0.900000	334.044   	0.900000	293.149   	0.900000	1538.01   	0.900000	2461.24   	0.900000	1614.69   	
1.000000	91969.7   	1.000000	91969.7   	1.000000	99265.6   	1.000000	99265.6   	1.000000	99265.7   	1.000000	384.534   	1.000000	334.721   	1.000000	1651.97   	1.000000	2611.52   	1.000000	1704.01   	
1.250000	121941    	1.250000	121941    	1.250000	132999    	1.250000	132999    	1.250000	132999    	1.250000	525.674   	1.250000	448.622   	1.250000	1955.32   	1.250000	3010.49   	1.250000	1950.1    	
1.500000	156884    	1.500000	156884    	1.500000	170823    	1.500000	170823    	1.500000	170823    	1.500000	686.404   	1.500000	574.63    	1.500000	2278.02   	1.500000	3433.83   	1.500000	2226.46   	
1.750000	197103    	1.750000	197103    	1.750000	212641    	1.750000	212641    	1.750000	212641    	1.750000	866.293   	1.750000	711.887   	1.750000	2576.7    	1.750000	3831.08   	1.750000	2532      	
