! 12Li range in H190C5F20
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.001000	774.352   	0.001000	774.352   	0.001000	583.65    	0.001000	583.65    	0.001000	583.745   	0.001000	0         	0.001000	0         	0.001000	10.4256   	0.001000	23.2695   	0.001000	11.4568   	
0.002000	1548.7    	0.002000	1548.7    	0.002000	1167.3    	0.002000	1167.3    	0.002000	1167.49   	0.002000	34.6153   	0.002000	34.6153   	0.002000	30.5326   	0.002000	65.8605   	0.002000	35.0678   	
0.005000	3558.97   	0.005000	3558.97   	0.005000	2620.47   	0.005000	2620.47   	0.005000	2620.76   	0.005000	40.8747   	0.005000	40.8747   	0.005000	105.826   	0.005000	220.969   	0.005000	126.217   	
0.008000	5180.12   	0.008000	5180.12   	0.008000	3786.62   	0.008000	3786.62   	0.008000	3786.94   	0.008000	41.0711   	0.008000	41.0711   	0.008000	186.304   	0.008000	383.651   	0.008000	225.594   	
0.010000	6118.22   	0.010000	6118.22   	0.010000	4466.19   	0.010000	4466.19   	0.010000	4466.53   	0.010000	41.7018   	0.010000	41.7018   	0.010000	236.652   	0.010000	482.37    	0.010000	292.663   	
0.015000	8132.38   	0.015000	8132.38   	0.015000	5956.28   	0.015000	5956.28   	0.015000	5956.62   	0.015000	44.6912   	0.015000	44.6912   	0.015000	341.334   	0.015000	672.514   	0.015000	426.843   	
0.020000	9810.05   	0.020000	9810.05   	0.020000	7271.91   	0.020000	7271.91   	0.020000	7272.25   	0.020000	48.6602   	0.020000	48.6602   	0.020000	433.741   	0.020000	825.05    	0.020000	513.014   	
0.025000	11240.5   	0.025000	11240.5   	0.025000	8461.12   	0.025000	8461.12   	0.025000	8461.47   	0.025000	52.7334   	0.025000	52.7334   	0.025000	512.162   	0.025000	947.947   	0.025000	576.975   	
0.030000	12491.2   	0.030000	12491.2   	0.030000	9544.22   	0.030000	9544.22   	0.030000	9544.57   	0.030000	56.4989   	0.030000	56.4989   	0.030000	571.346   	0.030000	1040.47   	0.030000	626.909   	
0.035000	13615.1   	0.035000	13615.1   	0.035000	10538.2   	0.035000	10538.2   	0.035000	10538.6   	0.035000	59.85     	0.035000	59.85     	0.035000	618.031   	0.035000	1113.56   	0.035000	667.522   	
0.040000	14644.2   	0.040000	14644.2   	0.040000	11461.2   	0.040000	11461.2   	0.040000	11461.6   	0.040000	62.8334   	0.040000	62.8334   	0.040000	656.468   	0.040000	1173.82   	0.040000	701.712   	
0.045000	15599     	0.045000	15599     	0.045000	12326.3   	0.045000	12326.3   	0.045000	12326.7   	0.045000	65.5069   	0.045000	65.5069   	0.045000	689.326   	0.045000	1225.26   	0.045000	730.807   	
0.050000	16493.3   	0.050000	16493.3   	0.050000	13143.7   	0.050000	13143.7   	0.050000	13144     	0.050000	67.9234   	0.050000	67.9196   	0.050000	717.488   	0.050000	1269.38   	0.050000	756.643   	
0.055000	17337.1   	0.055000	17337.1   	0.055000	13921     	0.055000	13921     	0.055000	13921.3   	0.055000	70.1278   	0.055000	70.1104   	0.055000	742.351   	0.055000	1308.28   	0.055000	779.313   	
0.060000	18137.9   	0.060000	18137.9   	0.060000	14664.5   	0.060000	14664.5   	0.060000	14664.9   	0.060000	72.1568   	0.060000	72.1241   	0.060000	764.666   	0.060000	1343.07   	0.060000	799.807   	
0.070000	19634.2   	0.070000	19634.2   	0.070000	16069.4   	0.070000	16069.4   	0.070000	16069.7   	0.070000	75.8031   	0.070000	75.7529   	0.070000	803.382   	0.070000	1403.04   	0.070000	835.944   	
0.080000	21020.4   	0.080000	21020.4   	0.080000	17388.8   	0.080000	17388.8   	0.080000	17389.2   	0.080000	79.0413   	0.080000	79.0029   	0.080000	836.524   	0.080000	1453.85   	0.080000	867.252   	
0.090000	22323.3   	0.090000	22323.3   	0.090000	18644.2   	0.090000	18644.2   	0.090000	18644.6   	0.090000	81.9918   	0.090000	81.9928   	0.090000	865.393   	0.090000	1497.59   	0.090000	894.99    	
0.100000	23562.4   	0.100000	23562.4   	0.100000	19851.3   	0.100000	19851.3   	0.100000	19851.7   	0.100000	84.7385   	0.100000	84.7402   	0.100000	891.627   	0.100000	1536.79   	0.100000	920.35    	
0.120000	25891.1   	0.120000	25891.1   	0.120000	22164.4   	0.120000	22164.4   	0.120000	22164.7   	0.120000	89.8427   	0.120000	89.7241   	0.120000	937.38    	0.120000	1603.94   	0.120000	966.204   	
0.140000	28080.1   	0.140000	28080.1   	0.140000	24393.1   	0.140000	24393.1   	0.140000	24393.5   	0.140000	94.6685   	0.140000	94.3178   	0.140000	977.985   	0.140000	1661.85   	0.140000	1007.42   	
0.160000	30182.9   	0.160000	30182.9   	0.160000	26578.2   	0.160000	26578.2   	0.160000	26578.5   	0.160000	99.3995   	0.160000	98.7332   	0.160000	1015.24   	0.160000	1713.54   	0.160000	1045.87   	
0.180000	32238.6   	0.180000	32238.6   	0.180000	28746.3   	0.180000	28746.3   	0.180000	28746.6   	0.180000	104.151   	0.180000	103.097   	0.180000	1050.04   	0.180000	1760.71   	0.180000	1083.03   	
0.200000	34270.5   	0.200000	34270.5   	0.200000	30915.6   	0.200000	30915.6   	0.200000	30915.9   	0.200000	109.001   	0.200000	107.492   	0.200000	1083.48   	0.200000	1805.55   	0.200000	1118.73   	
0.250000	39347.8   	0.250000	39347.8   	0.250000	36419     	0.250000	36419     	0.250000	36419.4   	0.250000	121.86    	0.250000	118.927   	0.250000	1163.37   	0.250000	1911.37   	0.250000	1206.56   	
0.300000	44462.5   	0.300000	44462.5   	0.300000	42106.8   	0.300000	42106.8   	0.300000	42107.1   	0.300000	136.001   	0.300000	131.243   	0.300000	1241.21   	0.300000	2013.18   	0.300000	1294.06   	
0.350000	49688.4   	0.350000	49688.4   	0.350000	47999.7   	0.350000	47999.7   	0.350000	48000.1   	0.350000	151.361   	0.350000	144.418   	0.350000	1317.59   	0.350000	2112.93   	0.350000	1381.45   	
0.400000	55083.7   	0.400000	55083.7   	0.400000	54136     	0.400000	54136     	0.400000	54136.4   	0.400000	168.09    	0.400000	158.585   	0.400000	1389.64   	0.400000	2212.83   	0.400000	1470.55   	
