34.5  6.49481  0.697669
39.5  3.41225  0.452309
44.5  3.35076  0.410368
49.5  1.88554  0.293323
54.5  2.19517  0.31382
59.5  2.38419  0.329361
64.5  2.22668  0.34323
69.5  1.49037  0.560494
