110 1813
65 1109
65 1174
59 2743
116 4783
59 6546
106 8669
116 10330
116 10715
106 10108
97 11036
97 13474
103 14282
65 17657
106 15635
119 17401
116 18897
97 17253
97 18020
97 19978
62 22411
59 25161
116 31464
65 35427
59 32075
110 32498
62 33410
119 37242
103 37385
62 37723
72 43052
119 43801
113 44633
65 46709
100 43398
72 48780
72 49204
65 55476
72 55797
97 53218
72 56753
100 54621
116 58495
65 61921
100 61177
110 62570
119 69854
65 71064
97 69376
72 75916
59 74055
63 11528
65 83048
110 79490
72 84368
110 80823
72 87522
103 85563
117 401
72 90641
110 86025
72 91285
65 90088
120 1465
117 4060
117 4205
72 94359
103 91091
65 94229
106 91813
63 28442
113 96750
72 104479
100 99974
72 106646
59 104378
120 17452
97 102626
72 112459
104 4691
111 3542
111 3701
120 23957
59 111266
72 117055
97 109375
65 119548
97 115203
107 17187
107 18594
117 41599
98 2304
72 130420
114 30979
66 7968
66 9368
107 29173
117 49426
98 12667
120 50108
117 56602
60 22711
72 146310
60 26626
107 40687
98 21869
60 29270
120 63905
66 29765
114 55258
114 55429
60 36803
111 47794
66 34967
114 58136
98 34290
107 56013
117 77724
111 53196
63 93556
60 44562
67 4639
67 7337
67 7569
72 176111
120 83027
60 52177
60 52586
120 84560
60 54624
67 16717
67 24261
72 188341
72 189734
98 58450
121 11853
60 68191
67 32527
121 21587
63 126834
67 42526
63 128793
72 211388
67 53800
118 43605
60 92998
105 15493
121 45148
108 9307
99 9108
112 5255
121 51156
115 28720
121 56937
108 21001
112 14514
121 63649
102 16352
99 30790
73 17115
102 20210
99 39080
105 51056
105 52501
115 55757
64 48994
64 51905
78 2791
102 38510
78 5498
73 38440
102 41100
99 55521
61 10270
78 14257
105 72874
122 51562
69 14298
112 60298
122 56225
122 58204
122 60483
108 75252
73 59515
78 29570
69 25337
69 25500
64 78927
69 26994
78 34938
105 89451
105 91616
108 86102
61 158478
112 80032
69 36308
69 38131
61 48657
78 53512
122 85114
70 7601
78 57683
69 52013
115 111833
78 62526
112 100662
73 95724
115 115891
122 97093
81 12736
61 63127
109 7396
69 62325
78 69692
69 62571
70 215524
64 116859
69 68920
70 219465
78 80808
70 32072
73 111857
69 74650
71 210220
71 16687
71 16956
78 85312
81 31041
78 91823
71 27160
79 10594
79 12560
70 47586
69 92088
79 19028
78 105562
81 51645
74 15030
79 23818
69 101988
74 17444
71 48575
122 144649
80 31869
71 52363
80 35178
79 34337
79 35085
71 53292
95 36467
71 59350
81 70997
79 42261
109 63366
79 43995
96 6162
75 15494
95 44501
79 47837
95 44680
69 125705
75 18598
82 2186
61 128897
70 88340
79 53945
70 90831
95 52653
70 92863
70 95381
61 138205
74 55080
80 65475
79 63554
69 142526
75 33870
75 34292
74 58167
75 35156
80 68315
69 145732
70 106679
95 67281
75 41013
75 43254
75 46059
75 47507
96 40521
80 84395
70 118676
82 35951
95 80180
70 120816
96 44350
76 18111
71 104027
82 37960
96 47931
96 48410
82 40464
79 88688
75 61175
74 84274
80 93913
70 128534
77 13776
69 173153
80 97554
75 66052
71 116544
74 90578
76 32742
77 21774
70 138756
96 61964
71 126203
79 108117
79 109374
71 129725
79 110045
71 133071
76 48424
71 134306
77 44555
75 92322
75 93739
71 142394
75 96788
76 66255
75 104627
76 69576
77 58432
70 173242
75 110609
70 174738
76 76617
76 76671
75 117220
77 69592
70 190669
76 92997
77 83932
77 84654
70 196240
71 190795
77 98432
76 124899
