Sil_l0_0_E -0.23826143 0.00130837
Sil_l0_0_P 264.63535074 48.37225141
Sil_l0_1_E -0.18409142 0.00128932
Sil_l0_1_P 257.33510101 9.60633090
Sil_l0_2_E -0.13821188 0.00131303
Sil_l0_2_P 246.51499556 20.78117264
Sil_l0_3_E -0.16768211 0.00138530
Sil_l0_3_P 247.37196688 24.20004408
Sil_l0_4_E -0.16250300 0.00130801
Sil_l0_4_P 244.93939805 23.54924283
Sil_l0_5_E -0.23571250 0.00126993
Sil_l0_5_P 264.47177149 23.44983430
Sil_l0_6_E -0.14707413 0.00129051
Sil_l0_6_P 258.75397916 17.78072624
Sil_l0_7_E 0.17256024 0.00130753
Sil_l0_7_P 195.65984848 26.79975585
Sil_l0_8_E -0.16636179 0.00135410
Sil_l0_8_P 267.28650851 17.66692264
Sil_l0_9_E -0.12608144 0.00125190
Sil_l0_9_P 275.25667529 28.96301460
Sil_l0_10_E 0.00000000 0.00000000
Sil_l0_10_P 259.36501110 27.59667392
Sil_l0_11_E -0.09851979 0.00124660
Sil_l0_11_P 273.34163453 32.62123038
