Sil_r0_0_E 0.09959676 0.00125576
Sil_r0_0_P 128.26408308 29.20249375
Sil_r0_1_E 0.02595801 0.00121809
Sil_r0_1_P 127.57615209 21.75726355
Sil_r0_2_E 0.08623883 0.00120321
Sil_r0_2_P 127.24481802 28.44235695
Sil_r0_3_E -0.01457479 0.00132271
Sil_r0_3_P 144.51522869 19.43203110
Sil_r0_4_E 0.15323660 0.00120562
Sil_r0_4_P 141.38870103 20.07300696
Sil_r0_5_E 0.04170966 0.00127244
Sil_r0_5_P 119.29390802 11.34953122
Sil_r0_6_E -0.19512296 0.00116793
Sil_r0_6_P 273.41131752 21.91986645
Sil_r0_7_E -0.02825406 0.00134938
Sil_r0_7_P 261.49495866 25.28954497
Sil_r0_8_E -0.15380294 0.00133149
Sil_r0_8_P 272.03030096 18.19642307
Sil_r0_9_E -0.15998605 0.00109159
Sil_r0_9_P 281.54795557 47.15430097
Sil_r0_10_E 0.00000000 0.00000000
Sil_r0_10_P 259.19745384 7.71052208
Sil_r0_11_E -0.09929016 0.00120805
Sil_r0_11_P 262.62338996 36.39542159
