Sil_f0_0_E -0.08144272 0.00407639
Sil_f0_0_P 98.47765525 3.74034404
Sil_f0_1_E 4.68463629 0.00051416
Sil_f0_1_P 107.58161321 42.69212282
Sil_f0_2_E -0.14172880 0.00424401
Sil_f0_2_P 98.46399071 5.25948139
Sil_f0_3_E 0.02399370 0.00402759
Sil_f0_3_P 105.66851294 13.05957697
Sil_f0_4_E -0.18250872 0.00419787
Sil_f0_4_P 111.82503751 3.99931339
Sil_f0_5_E -0.13460783 0.00416400
Sil_f0_5_P 105.28330304 3.70241862
Sil_f0_6_E -0.16173660 0.00414791
Sil_f0_6_P 106.70392140 4.32215760
Sil_f0_7_E -0.15782130 0.00429228
Sil_f0_7_P 99.64832231 4.29363839
Sil_f0_8_E -0.99752015 0.00474409
Sil_f0_8_P 99.62324604 11.63407114
Sil_f0_9_E -0.03334676 0.00417239
Sil_f0_9_P 97.28278270 4.06288603
Sil_f0_10_E -0.16052967 0.00409418
Sil_f0_10_P 103.68756500 4.10153504
Sil_f0_11_E 0.00000000 0.00000000
Sil_f0_11_P 140.17598494 25.60543975
