69 68339
69 69520
69 71249
69 72018
69 73388
69 92357
69 105990
69 121294
69 124404
69 134714
69 148623
69 153091
69 159209
69 174637
69 182533
69 184597
69 189046
69 191654
69 193937
69 201028
71 4026
71 14187
71 16314
71 23743
71 54865
71 56778
71 60240
71 63122
71 76158
71 85011
71 101827
71 103066
71 106727
71 119973
71 140175
71 143107
71 150489
71 152732
71 166911
71 196926
71 200152
72 2447
72 5438
72 15517
72 22966
72 25088
72 26240
72 60411
72 68250
72 84509
72 99093
72 108898
72 111766
72 117105
72 120896
72 130873
72 156851
72 157936
72 163354
72 167403
72 167687
72 168859
72 180243
72 190540
72 190637
72 203599
72 207476
72 209933
70 5433
70 26105
70 30009
70 33307
70 34729
70 36163
70 36654
70 41945
70 63344
70 65749
70 84000
70 88687
70 89495
70 103232
70 105103
70 106214
70 111867
70 116350
70 132451
70 135781
70 137772
70 146894
70 154687
70 164975
70 175866
70 177544
70 197052
70 205843
70 211931
70 214129
70 214279
70 216721
79 7283
79 7399
79 8371
79 49496
79 89047
79 94453
79 97336
79 108094
79 108711
68 5382
68 8409
66 1506
66 14349
66 15746
66 26066
66 29935
66 36468
72 221075
72 235039
72 236052
67 3492
67 15603
67 28989
67 34407
67 36828
67 43952
67 43954
67 44087
67 50863
67 50961
67 52525
67 55439
67 59373
67 63338
67 63537
67 68813
67 71710
67 72181
67 72579
67 80107
67 92440
67 96568
74 3369
74 9652
74 11510
74 33279
74 65876
74 69483
74 71569
74 78541
74 80013
74 81587
74 89712
74 111013
73 13292
73 21567
73 23078
73 41105
73 52849
73 65708
73 79516
73 99642
73 102514
73 106624
73 122463
75 11457
75 12874
75 17481
75 17979
75 21756
75 22140
75 31942
75 32189
75 34349
75 42879
75 47484
75 48425
75 49445
75 56207
75 61768
75 62999
75 63681
75 68106
75 70626
75 87539
75 89882
75 97460
75 108697
75 111964
75 118716
78 4829
78 17669
78 41503
78 48397
78 56244
78 58706
78 61722
78 62365
78 71830
78 78843
78 82311
78 83045
78 89316
78 103478
78 118404
78 118942
76 6788
76 20405
76 22733
76 22847
76 31196
76 34272
76 37810
76 40635
76 48351
76 52336
76 58651
76 62250
76 70031
76 84808
76 86745
76 91677
76 93204
76 100664
76 100899
76 104703
76 106600
80 1945
80 7400
80 13551
80 38932
80 50167
80 57547
80 93391
80 104109
77 9097
77 13623
77 20574
77 50513
77 62196
77 64100
77 84116
77 87282
77 103107
77 110595
82 8713
82 12496
82 24008
82 33460
82 35366
82 47658
82 51621
81 1420
81 15493
81 17249
81 21099
81 38895
81 46366
81 46808
81 58845
81 66997
81 71670
69 7409
69 17293
69 19386
69 30055
69 30559
69 46638
69 47339
69 61133
69 62530
