run,entry,type,status
50,9,,False
50,11,,False
50,12,,False
50,15,,False
50,16,,False
50,17,,False
50,23,,False
50,24,,False
50,25,,False
50,35,,False
50,39,,False
50,44,,False
50,57,,False
50,60,,False
50,61,,False
50,71,,False
50,73,,False
50,77,,False
50,83,,False
50,86,,False
50,103,,False
50,105,,False
50,109,,False
50,118,,False
50,120,,False
50,148,,False
50,158,,False
50,169,,False
50,174,,False
50,191,,False
50,200,,False
50,219,,False
50,223,,False
50,225,,False
50,231,,False
50,237,,False
50,249,,False
50,272,,False
50,276,,False
50,280,,False
50,283,,False
50,289,,False
50,290,,False
50,305,,False
50,306,,False
50,311,,False
50,349,,False
50,362,,False
50,366,,False
50,383,,False
50,389,,False
50,394,,False
50,397,,False
50,413,,False
50,415,,False
50,427,,False
50,432,,False
50,437,,False
50,442,,False
50,445,,False
50,450,,False
50,454,,False
50,457,,False
50,462,,False
50,475,,False
50,476,,False
50,477,,False
50,496,,False
50,498,,False
50,508,,False
50,542,,False
50,545,,False
50,550,,False
50,579,,False
50,583,,False
50,600,,False
50,616,,False
50,633,,False
50,645,,False
50,646,,False
50,654,,False
50,659,,False
50,662,,False
50,677,,False
50,687,,False
50,712,,False
50,724,,False
50,726,,False
50,731,,False
50,739,,False
50,755,,False
50,759,,False
50,764,,False
50,770,,False
50,777,,False
50,784,,False
50,791,,False
50,817,,False
50,821,,False
50,825,,False
50,846,,False
50,862,,False
50,883,,False
50,897,,False
50,900,,False
50,908,,False
50,916,,False
50,919,,False
50,934,,False
50,949,,False
50,962,,False
50,963,,False
50,975,,False
50,977,,False
50,981,,False
50,994,,False
50,1007,,False
50,1012,,False
50,1024,,False
50,1037,,False
50,1041,,False
50,1050,,False
50,1066,,False
50,1071,,False
50,1077,,False
50,1086,,False
50,1087,,False
50,1089,,False
50,1100,,False
50,1102,,False
50,1113,,False
50,1119,,False
50,1120,,False
50,1125,,False
50,1142,,False
50,1152,,False
50,1178,,False
50,1201,,False
50,1203,,False
50,1208,,False
50,1214,,False
50,1225,,False
50,1238,,False
50,1239,,False
50,1242,,False
50,1262,,False
50,1263,,False
50,1277,,False
50,1278,,False
50,1286,,False
50,1288,,False
50,1289,,False
50,1294,,False
50,1296,,False
50,1311,,False
50,1327,,False
50,1332,,False
50,1338,,False
50,1343,,False
50,1349,,False
50,1365,,False
50,1367,,False
50,1369,,False
50,1374,,False
50,1376,,False
50,1404,,False
50,1406,,False
50,1431,,False
50,1433,,False
50,1450,,False
50,1451,,False
50,1455,,False
50,1464,,False
50,1475,,False
50,1479,,False
50,1483,,False
50,1502,,False
50,1508,,False
50,1518,,False
50,1530,,False
50,1535,,False
50,1540,,False
50,1541,,False
50,1543,,False
50,1563,,False
50,1574,,False
50,1598,,False
50,1613,,False
