Sil_f0_0_E -0.11588112 0.00411030
Sil_f0_0_P 97.27548437 3.55645421
Sil_f0_1_E -0.15689797 0.00417684
Sil_f0_1_P 99.24216972 3.72567516
Sil_f0_2_E -0.27375547 0.00435397
Sil_f0_2_P 99.70197895 3.66326253
Sil_f0_3_E -0.16880806 0.00415868
Sil_f0_3_P 104.42506059 3.55508804
Sil_f0_4_E -0.14971585 0.00417944
Sil_f0_4_P 110.98359342 3.87179800
Sil_f0_5_E -0.16560905 0.00419635
Sil_f0_5_P 104.78963433 3.61297253
Sil_f0_6_E -0.14983565 0.00414503
Sil_f0_6_P 106.21750372 4.11664904
Sil_f0_7_E -0.15404839 0.00429543
Sil_f0_7_P 98.62071459 4.18099909
Sil_f0_8_E -0.12083878 0.00409258
Sil_f0_8_P 98.66960014 4.49112860
Sil_f0_9_E -0.11334389 0.00425057
Sil_f0_9_P 96.44457850 4.14106040
Sil_f0_10_E -0.11787885 0.00406526
Sil_f0_10_P 103.17141019 4.07172108
Sil_f0_11_E -0.26525621 0.00421521
Sil_f0_11_P 139.63227472 4.68546609
