Sil_f1_0_E -0.05528897 0.00351874
Sil_f1_0_P 91.83811261 4.20546606
Sil_f1_1_E -0.13465057 0.00358005
Sil_f1_1_P 91.48877627 4.78916243
Sil_f1_2_E -0.13885042 0.00361007
Sil_f1_2_P 90.91181126 4.65900362
Sil_f1_3_E -0.18121500 0.00486176
Sil_f1_3_P 90.59996268 5.38619453
Sil_f1_4_E -0.12984738 0.00355123
Sil_f1_4_P 86.69516359 4.50127746
Sil_f1_5_E -0.12283073 0.00359956
Sil_f1_5_P 87.34109198 4.63733222
Sil_f1_6_E -0.15150252 0.00362138
Sil_f1_6_P 101.46728895 4.50137068
Sil_f1_7_E -0.10151183 0.00364509
Sil_f1_7_P 86.66253385 4.33173182
Sil_f1_8_E -0.20095061 0.00358874
Sil_f1_8_P 124.51742178 4.27518614
Sil_f1_9_E -0.12582696 0.00352119
Sil_f1_9_P 118.84008870 4.43278551
Sil_f1_10_E -0.24444528 0.00371637
Sil_f1_10_P 117.61107491 4.41769060
Sil_f1_11_E -0.17427751 0.00351660
Sil_f1_11_P 113.88923483 4.52699872
