Sil_f0_0_E -0.11322294 0.00411282
Sil_f0_0_P 97.25142260 3.49609789
Sil_f0_1_E -0.12510370 0.00415683
Sil_f0_1_P 99.26587982 3.67460887
Sil_f0_2_E -0.13022440 0.00424345
Sil_f0_2_P 99.64769051 3.61502773
Sil_f0_3_E -0.16636316 0.00416122
Sil_f0_3_P 104.32026347 3.48605902
Sil_f0_4_E -0.17935262 0.00420466
Sil_f0_4_P 110.90831040 3.79830801
Sil_f0_5_E -0.13636885 0.00417519
Sil_f0_5_P 104.78667827 3.54317420
Sil_f0_6_E -0.15719897 0.00415295
Sil_f0_6_P 106.24480514 4.07189606
Sil_f0_7_E -0.14015319 0.00428782
Sil_f0_7_P 98.65542396 4.14182447
Sil_f0_8_E -0.09946255 0.00407450
Sil_f0_8_P 98.74599247 4.31095949
Sil_f0_9_E -0.08131109 0.00422807
Sil_f0_9_P 96.50048841 4.10896653
Sil_f0_10_E -0.10958411 0.00406300
Sil_f0_10_P 103.19267050 4.00116763
Sil_f0_11_E -0.09393888 0.00405441
Sil_f0_11_P 139.61825994 4.18915074
